ID,label,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE,DAYS_EMPLOYED_CLEAN,Grouped_Housing_Type
5033797,1,F,1,1,0,148500,Commercial associate,Secondary / secondary special,Married,-17107,-2277,0,0,0,Core staff,2,47,6,Other
5087889,0,F,0,0,0,234000,State servant,Higher education,Civil marriage,-21967,-5215,0,0,1,Core staff,2,60,14.5,House / apartment
5096526,1,F,0,0,0,135000,Working,Secondary / secondary special,Widow,-20012,-584,0,0,0,Core staff,1,55,1.5,Other
5028382,1,M,1,0,0,337500,Working,Secondary / secondary special,Single / not married,-11344,-3309,0,0,0,Core staff,1,31,9,Other
5024289,1,F,0,1,0,157500,Commercial associate,Higher education,Married,-11270,-1889,0,0,1,Managers,2,31,5,House / apartment
5085875,1,M,1,1,0,135000,Commercial associate,Incomplete higher,Civil marriage,-9497,-1052,0,0,0,Laborers,2,26,3,House / apartment
5041364,1,F,0,0,0,315000,Commercial associate,Higher education,Civil marriage,-14679,-1282,0,0,0,Managers,2,40,3.5,Other
5074699,1,F,0,1,0,157500,Working,Higher education,Single / not married,-22235,-10600,0,0,0,Laborers,1,61,29,House / apartment
5029421,1,F,0,1,1,315000,State servant,Secondary / secondary special,Civil marriage,-11206,-2514,0,0,1,Core staff,3,31,7,House / apartment
5026209,1,M,1,0,1,315000,State servant,Secondary / secondary special,Married,-15399,-6555,0,0,0,Managers,3,42,18,Other
5114068,1,M,0,0,0,180000,State servant,Secondary / secondary special,Married,-14339,-316,1,0,0,Core staff,2,39,1,House / apartment
5096118,1,M,1,0,0,292500,State servant,Secondary / secondary special,Separated,-17967,-4937,0,0,0,Managers,1,49,13.5,Other
5146008,1,M,1,0,2,180000,Working,Secondary / secondary special,Married,-9342,-615,0,0,0,Laborers,4,26,1.5,House / apartment
5100376,1,F,1,1,0,270000,State servant,Higher education,Married,-13851,-856,0,0,0,Core staff,2,38,2.5,House / apartment
5089639,1,M,0,0,1,157500,Working,Higher education,Separated,-10862,-1160,1,1,0,Laborers,2,30,3,Other
5025246,1,F,1,1,0,180000,Commercial associate,Higher education,Married,-10213,-1707,0,0,0,Managers,2,28,4.5,House / apartment
5125831,1,M,0,1,0,270000,Commercial associate,Incomplete higher,Single / not married,-11625,-195,0,0,1,Sales staff,1,32,0.5,House / apartment
5028819,1,F,0,1,0,450000,Working,Higher education,Civil marriage,-17526,-3337,0,0,0,High skill tech staff,2,48,9,House / apartment
5089702,0,M,0,0,0,157500,Commercial associate,Secondary / secondary special,Civil marriage,-14697,-2470,1,0,0,Security staff,2,40,7,Other
5048608,1,F,0,1,0,315000,Working,Secondary / secondary special,Separated,-15256,-3291,0,0,0,Laborers,1,42,9,House / apartment
5079042,1,F,1,1,2,103500,Commercial associate,Secondary / secondary special,Separated,-13414,-1700,1,0,0,Cooking staff,3,37,4.5,House / apartment
5023086,0,F,1,0,1,175500,Commercial associate,Secondary / secondary special,Single / not married,-11709,-4983,0,0,0,Laborers,2,32,13.5,Other
5114551,1,F,0,1,1,135000,Commercial associate,Secondary / secondary special,Widow,-17121,-9751,0,0,0,Core staff,2,47,26.5,Other
5067193,0,M,1,1,0,180000,Working,Lower secondary,Single / not married,-11988,-2495,0,0,0,Laborers,1,33,7,House / apartment
5033581,1,F,0,1,2,270000,State servant,Higher education,Separated,-11342,-688,0,0,0,High skill tech staff,3,31,2,Other
5090593,1,M,0,1,0,247500,Working,Lower secondary,Civil marriage,-15032,-309,0,0,0,Drivers,2,41,1,House / apartment
5009860,1,M,1,0,0,360000,Commercial associate,Secondary / secondary special,Separated,-10276,-556,1,1,0,Drivers,1,28,1.5,Other
5149838,0,F,0,1,0,157500,Pensioner,Higher education,Married,-12387,-1325,0,1,1,Medicine staff,2,34,3.5,House / apartment
5125340,0,F,1,1,0,157500,Working,Secondary / secondary special,Married,-17291,-5278,0,0,0,Managers,2,47,14.5,House / apartment
5148671,1,M,1,1,1,810000,Commercial associate,Incomplete higher,Civil marriage,-17922,-3455,0,0,0,Security staff,3,49,9.5,Other
5139962,1,M,1,1,0,135000,Working,Higher education,Married,-11746,-401,1,1,0,Managers,2,32,1,House / apartment
5023685,0,M,1,1,0,279000,Commercial associate,Higher education,Married,-20646,-4039,0,1,0,Laborers,2,57,11,House / apartment
5116286,1,F,0,0,0,112500,Commercial associate,Lower secondary,Married,-19020,-231,0,0,0,Sales staff,2,52,0.5,Other
5009108,1,M,0,1,0,360000,Commercial associate,Secondary / secondary special,Married,-15321,-2747,0,0,0,Security staff,2,42,7.5,House / apartment
5137397,1,M,0,0,1,180000,Commercial associate,Lower secondary,Married,-10940,-2483,1,0,0,Laborers,3,30,7,House / apartment
5105984,1,F,1,0,0,126000,Working,Secondary / secondary special,Married,-19097,-3529,0,0,0,Laborers,2,52,9.5,House / apartment
5137227,1,F,0,0,0,180000,Working,Higher education,Married,-10868,-1266,1,1,1,Accountants,2,30,3.5,House / apartment
5126252,1,F,0,0,0,216000,Working,Secondary / secondary special,Separated,-20062,-561,1,0,0,Cleaning staff,1,55,1.5,House / apartment
5089000,1,F,0,0,2,171000,Working,Secondary / secondary special,Married,-14622,-1160,1,1,0,Core staff,4,40,3,House / apartment
5126577,1,M,1,0,0,202500,Working,Lower secondary,Married,-14727,-865,1,1,0,Laborers,2,40,2.5,Other
5024899,1,F,0,0,0,157500,Commercial associate,Secondary / secondary special,Widow,-17460,-2681,1,1,0,Sales staff,1,48,7.5,Other
5067193,0,M,1,1,0,180000,Working,Lower secondary,Single / not married,-11988,-2495,0,0,0,Laborers,1,33,7,House / apartment
5095187,1,M,1,1,1,495000,Commercial associate,Secondary / secondary special,Married,-16497,-1190,0,1,0,Managers,3,45,3.5,House / apartment
5067560,1,M,1,1,0,900000,Commercial associate,Higher education,Married,-15295,-5498,0,0,0,Managers,2,42,15,House / apartment
5061094,1,F,0,1,1,180000,Working,Secondary / secondary special,Civil marriage,-14977,-6772,0,0,1,Laborers,3,41,18.5,House / apartment
5114319,1,F,0,0,0,216000,State servant,Higher education,Widow,-18408,-4242,0,1,0,Core staff,1,50,11.5,House / apartment
5056107,1,F,0,1,0,117000,State servant,Secondary / secondary special,Single / not married,-20603,-583,0,0,0,Core staff,1,56,1.5,Other
5118027,1,F,0,0,0,315000,Commercial associate,Secondary / secondary special,Married,-13630,-3230,0,1,0,High skill tech staff,2,37,9,House / apartment
5051192,1,M,0,0,0,270000,Working,Incomplete higher,Separated,-17938,-531,1,0,0,Managers,1,49,1.5,Other
5029133,1,F,0,1,1,337500,State servant,Higher education,Separated,-10429,-1695,0,0,0,Core staff,2,29,4.5,House / apartment
5010868,0,M,1,1,1,450000,Pensioner,Secondary / secondary special,Married,-18173,-678,0,1,1,Core staff,3,50,2,House / apartment
5116705,1,F,0,1,1,157500,Working,Lower secondary,Widow,-13361,-3258,0,0,0,Cooking staff,2,37,9,House / apartment
5068300,1,F,0,1,1,135000,Working,Higher education,Civil marriage,-9792,-293,0,0,1,Core staff,3,27,1,House / apartment
5143584,0,F,0,1,1,234000,State servant,Secondary / secondary special,Civil marriage,-14824,-5831,0,0,0,Cooking staff,3,41,16,Other
5142581,1,M,1,1,0,301500,Working,Secondary / secondary special,Married,-9009,-864,0,0,0,Laborers,2,25,2.5,Other
5067529,1,F,1,1,0,157500,State servant,Higher education,Civil marriage,-13783,-2058,0,0,1,Core staff,2,38,5.5,House / apartment
5111176,0,M,1,1,0,225000,Working,Higher education,Married,-10602,-481,0,0,0,Sales staff,2,29,1.5,Other
5028545,1,M,0,1,0,99000,Commercial associate,Incomplete higher,Civil marriage,-10746,-568,0,0,0,Laborers,2,29,1.5,Other
5066483,1,F,0,1,0,180000,Commercial associate,Higher education,Married,-9624,-2775,0,0,0,Laborers,2,26,7.5,Other
5135488,1,F,0,1,0,135000,State servant,Higher education,Single / not married,-10660,-1935,0,0,0,Core staff,1,29,5.5,Other
5105972,1,M,1,0,0,360000,Commercial associate,Secondary / secondary special,Separated,-15203,-2068,1,0,0,Laborers,1,42,5.5,House / apartment
5113816,1,F,0,1,0,180000,State servant,Higher education,Civil marriage,-16490,-2750,0,1,0,High skill tech staff,2,45,7.5,House / apartment
5126061,1,M,1,1,1,360000,Commercial associate,Incomplete higher,Married,-8780,-1534,1,1,0,Managers,3,24,4,House / apartment
5091722,1,F,1,1,0,90000,Commercial associate,Secondary / secondary special,Married,-14116,-2269,0,0,0,Medicine staff,2,39,6,House / apartment
5061219,1,F,1,1,4,157500,State servant,Secondary / secondary special,Separated,-13994,-4185,1,1,0,Security staff,5,38,11.5,House / apartment
5069309,1,F,0,1,0,112500,Working,Lower secondary,Civil marriage,-12325,-536,0,0,0,Cleaning staff,2,34,1.5,Other
5116817,1,M,0,1,0,85500,State servant,Secondary / secondary special,Separated,-16542,-8737,1,1,0,Core staff,1,45,24,Other
5038688,1,F,1,0,0,240750,State servant,Secondary / secondary special,Civil marriage,-17693,-7778,0,0,0,Laborers,2,48,21.5,Other
5145950,1,F,0,1,1,337500,Commercial associate,Higher education,Single / not married,-14408,-431,0,0,0,Accountants,2,39,1,House / apartment
5028895,1,M,1,1,0,270000,Working,Lower secondary,Separated,-19164,-3825,1,0,0,Laborers,1,53,10.5,House / apartment
5118648,0,F,0,1,2,270000,Pensioner,Higher education,Single / not married,-10425,-2745,0,0,0,Core staff,3,29,7.5,House / apartment
5022216,1,M,0,1,0,180000,Commercial associate,Secondary / secondary special,Married,-19161,-3347,1,1,0,Security staff,2,52,9,House / apartment
5054064,0,M,0,0,1,157500,Working,Secondary / secondary special,Married,-16424,-1458,0,0,0,Drivers,3,45,4,House / apartment
5137025,1,F,0,0,0,180000,State servant,Secondary / secondary special,Widow,-18181,-351,1,1,0,Laborers,1,50,1,House / apartment
5089242,1,F,0,0,0,270000,State servant,Secondary / secondary special,Separated,-19363,-12332,0,1,1,Medicine staff,1,53,34,House / apartment
5091591,1,F,0,1,0,225000,Commercial associate,Incomplete higher,Married,-10159,-1204,0,0,0,Accountants,2,28,3.5,Other
5033749,0,F,0,1,3,90000,Working,Secondary / secondary special,Married,-11854,-2917,1,1,0,Medicine staff,5,32,8,House / apartment
5025092,1,M,1,0,3,90000,Working,Lower secondary,Separated,-13608,-1461,1,0,0,Drivers,4,37,4,Other
5026148,1,F,0,1,1,202500,Commercial associate,Incomplete higher,Civil marriage,-13539,-1653,1,1,0,Core staff,3,37,4.5,House / apartment
5114015,1,M,1,0,0,225000,Working,Secondary / secondary special,Single / not married,-8107,-985,0,0,0,Drivers,1,22,2.5,House / apartment
5118648,0,F,0,1,2,270000,Pensioner,Higher education,Single / not married,-10425,-2745,0,0,0,Core staff,3,29,7.5,House / apartment
5117834,1,M,1,0,0,157500,Working,Secondary / secondary special,Married,-19843,-1922,0,0,0,Managers,2,54,5.5,House / apartment
5089963,1,M,1,1,3,450000,Working,Secondary / secondary special,Civil marriage,-17296,-3078,0,0,1,Managers,5,47,8.5,House / apartment
5089124,1,F,0,0,1,162000,Working,Incomplete higher,Civil marriage,-12580,-3109,1,1,0,Core staff,3,34,8.5,House / apartment
5132962,1,F,0,1,1,157500,State servant,Secondary / secondary special,Single / not married,-12676,-1350,0,0,0,Waiters/barmen staff,2,35,3.5,House / apartment
5115435,0,M,1,1,0,360000,Working,Secondary / secondary special,Married,-17257,-3236,0,0,0,Drivers,2,47,9,House / apartment
5048534,1,F,1,1,1,270000,Commercial associate,Academic degree,Married,-12155,-979,0,0,0,Sales staff,3,33,2.5,House / apartment
5021544,1,F,0,1,0,202500,Commercial associate,Secondary / secondary special,Married,-20870,-1583,0,0,0,Medicine staff,2,57,4.5,House / apartment
5037045,1,M,1,1,0,135000,Working,Secondary / secondary special,Married,-16271,-3111,0,0,0,Core staff,2,45,8.5,Other
5024476,1,F,0,0,0,90000,Working,Secondary / secondary special,Married,-10061,-520,0,0,1,High skill tech staff,2,28,1.5,House / apartment
5041399,1,F,0,1,0,225000,Commercial associate,Incomplete higher,Civil marriage,-8425,-94,0,1,0,Sales staff,2,23,0.5,House / apartment
5149618,1,M,0,0,0,112500,Working,Incomplete higher,Civil marriage,-8547,-990,1,0,0,Laborers,2,23,2.5,Other
5028893,1,M,1,1,0,270000,Working,Lower secondary,Separated,-19164,-3825,1,0,0,Laborers,1,53,10.5,House / apartment
5104993,1,F,0,1,0,180000,Commercial associate,Secondary / secondary special,Civil marriage,-18238,-667,0,0,0,High skill tech staff,2,50,2,House / apartment
5096801,1,F,0,1,0,76500,Commercial associate,Secondary / secondary special,Widow,-20145,-11907,1,1,0,Sales staff,1,55,32.5,House / apartment
5056030,1,F,0,1,0,121500,Working,Incomplete higher,Civil marriage,-8415,-421,0,0,0,Sales staff,2,23,1,Other
5091812,1,M,1,0,0,112500,State servant,Incomplete higher,Single / not married,-8746,-1873,1,1,0,Laborers,1,24,5,Other
5148872,1,F,0,1,0,135000,State servant,Incomplete higher,Married,-15371,-3332,0,0,0,Core staff,2,42,9,House / apartment
5022896,1,M,0,1,0,315000,Working,Incomplete higher,Married,-13326,-2588,1,0,0,Laborers,2,37,7,House / apartment
5118146,1,F,1,0,2,180000,Working,Higher education,Married,-15130,-5422,1,1,0,Accountants,4,41,15,House / apartment
5150053,1,F,0,1,0,180000,Working,Incomplete higher,Single / not married,-8862,-716,0,0,0,Laborers,1,24,2,House / apartment
5090276,1,F,0,0,1,81000,State servant,Higher education,Married,-11707,-2317,0,0,0,Core staff,3,32,6.5,Other
5045620,1,F,0,1,1,270000,State servant,Secondary / secondary special,Married,-14400,-2512,0,0,0,Medicine staff,3,39,7,House / apartment
5135639,1,M,0,0,0,180000,Working,Secondary / secondary special,Single / not married,-16743,-808,0,1,0,Laborers,1,46,2,Other
5114599,1,F,0,1,1,180000,Commercial associate,Higher education,Separated,-17289,-5550,0,0,1,Managers,2,47,15,House / apartment
5143239,1,M,1,1,0,180000,Commercial associate,Higher education,Civil marriage,-9859,-773,0,0,0,Sales staff,2,27,2,Other
5116283,1,F,0,0,0,112500,Commercial associate,Lower secondary,Married,-19020,-231,0,0,0,Sales staff,2,52,0.5,Other
5069309,1,F,0,1,0,112500,Working,Lower secondary,Civil marriage,-12325,-536,0,0,0,Cleaning staff,2,34,1.5,Other
5087889,0,F,0,0,0,234000,State servant,Higher education,Civil marriage,-21967,-5215,0,0,1,Core staff,2,60,14.5,House / apartment
5067071,1,F,0,1,0,171000,State servant,Lower secondary,Widow,-18672,-2593,0,1,0,Medicine staff,1,51,7,House / apartment
5118648,0,F,0,1,2,270000,Pensioner,Higher education,Single / not married,-10425,-2745,0,0,0,Core staff,3,29,7.5,House / apartment
5091378,0,F,1,1,2,216000,Working,Higher education,Married,-12757,-4887,0,0,0,Core staff,4,35,13.5,House / apartment
5066721,1,M,1,1,0,108000,Working,Secondary / secondary special,Separated,-16835,-1132,1,0,0,Core staff,1,46,3,Other
5028990,1,F,0,0,2,81000,Working,Lower secondary,Single / not married,-15373,-2333,0,0,0,Sales staff,3,42,6.5,House / apartment
5113542,1,F,0,0,2,193500,Commercial associate,Lower secondary,Civil marriage,-9596,-2445,0,0,1,Accountants,4,26,6.5,House / apartment
5090774,1,M,1,1,2,225000,Working,Secondary / secondary special,Widow,-15277,-2472,0,0,0,Drivers,3,42,7,Other
5085934,1,F,1,0,0,112500,Working,Secondary / secondary special,Married,-17976,-6105,0,0,0,Sales staff,2,49,16.5,Other
5117219,1,F,0,1,0,202500,Working,Secondary / secondary special,Civil marriage,-11107,-1953,0,0,0,Core staff,2,30,5.5,House / apartment
5086044,1,F,1,1,2,112500,Working,Higher education,Married,-14133,-2695,0,0,0,High skill tech staff,4,39,7.5,House / apartment
5026707,1,M,0,1,0,76500,Working,Higher education,Married,-19862,-2295,1,1,0,Laborers,2,54,6.5,House / apartment
5137256,1,M,1,0,0,166500,Commercial associate,Incomplete higher,Single / not married,-10568,-2026,1,0,0,Laborers,1,29,5.5,House / apartment
5149618,1,M,0,0,0,112500,Working,Incomplete higher,Civil marriage,-8547,-990,1,0,0,Laborers,2,23,2.5,Other
5113152,1,F,1,1,0,135000,Commercial associate,Higher education,Married,-17162,-1921,1,1,1,Sales staff,2,47,5.5,House / apartment
5118647,0,F,0,1,2,270000,State servant,Higher education,Single / not married,-10425,-2745,0,0,0,Core staff,3,29,7.5,House / apartment
5009827,1,F,0,0,0,112500,Working,Secondary / secondary special,Married,-15759,-374,1,0,0,Sales staff,2,43,1,House / apartment
5035702,1,F,0,1,0,112500,State servant,Lower secondary,Married,-19814,-2656,0,0,0,Laborers,2,54,7.5,House / apartment
5090593,1,M,0,1,0,247500,Working,Lower secondary,Civil marriage,-15032,-309,0,0,0,Drivers,2,41,1,House / apartment
5149838,0,F,0,1,0,157500,Pensioner,Higher education,Married,-12387,-1325,0,1,1,Medicine staff,2,34,3.5,House / apartment
5095643,1,F,0,0,1,180000,Commercial associate,Secondary / secondary special,Civil marriage,-10928,-1558,0,0,0,Sales staff,3,30,4.5,Other
5022381,1,F,0,1,0,225000,Commercial associate,Higher education,Widow,-21594,-11693,1,1,0,Laborers,1,59,32,House / apartment
5116647,1,F,0,1,0,135000,Commercial associate,Secondary / secondary special,Widow,-20178,-1707,0,0,0,Sales staff,1,55,4.5,Other
5062051,1,F,0,1,1,315000,Commercial associate,Secondary / secondary special,Separated,-18794,-1842,0,1,0,Cleaning staff,2,51,5,Other
5095107,1,F,0,1,2,202500,Working,Higher education,Married,-13797,-3259,0,1,0,High skill tech staff,4,38,9,House / apartment
5088177,1,F,0,0,0,180000,Working,Incomplete higher,Widow,-19629,-1897,1,1,0,Core staff,1,54,5,House / apartment
5089121,1,F,0,0,1,162000,Working,Incomplete higher,Civil marriage,-12580,-3109,1,1,0,Core staff,3,34,8.5,House / apartment
5090937,1,F,1,0,1,184500,Working,Higher education,Separated,-13438,-4447,1,0,0,Core staff,2,37,12,Other
5048110,0,M,0,0,1,225000,Commercial associate,Higher education,Married,-10565,-2348,0,0,0,Laborers,3,29,6.5,House / apartment
5116284,1,F,0,0,0,112500,Commercial associate,Lower secondary,Married,-19020,-231,0,0,0,Sales staff,2,52,0.5,Other
5029785,1,F,0,1,0,112500,State servant,Secondary / secondary special,Married,-21215,-808,0,0,0,Medicine staff,2,58,2,House / apartment
5095360,1,M,0,1,1,270000,Commercial associate,Higher education,Married,-10454,-400,0,1,1,Managers,3,29,1,House / apartment
5125935,1,F,0,1,2,135000,Commercial associate,Lower secondary,Civil marriage,-9862,-1868,1,0,0,Sales staff,4,27,5,Other
5137390,1,M,0,0,1,180000,Commercial associate,Lower secondary,Married,-10940,-2483,1,0,0,Laborers,3,30,7,House / apartment
5018433,0,M,1,1,1,112500,Working,Secondary / secondary special,Married,-17067,-243,0,0,0,Drivers,3,47,0.5,House / apartment
5149343,1,F,1,1,0,292500,Commercial associate,Higher education,Single / not married,-16930,-8995,0,0,0,High skill tech staff,1,46,24.5,House / apartment
5029764,0,M,1,0,0,157500,Working,Secondary / secondary special,Married,-21369,-12253,0,1,0,Drivers,2,59,33.5,Other
5052723,1,F,0,1,1,180000,Working,Secondary / secondary special,Single / not married,-10740,-1298,0,0,0,Laborers,2,29,3.5,Other
5025066,1,M,1,1,2,531000,State servant,Higher education,Married,-15173,-7916,0,0,0,Managers,4,42,21.5,House / apartment
5106043,1,F,0,0,0,157500,State servant,Higher education,Civil marriage,-18142,-3041,0,1,0,Core staff,2,50,8.5,Other
5041718,1,F,0,1,0,202500,State servant,Higher education,Married,-11158,-640,0,1,0,High skill tech staff,2,31,2,House / apartment
5126576,1,M,1,0,0,202500,Working,Lower secondary,Married,-14727,-865,1,1,0,Laborers,2,40,2.5,Other
5061619,1,M,1,1,0,427500,State servant,Incomplete higher,Single / not married,-11943,-3150,0,1,0,High skill tech staff,1,33,8.5,Other
5090468,0,M,0,0,0,180000,State servant,Higher education,Married,-20285,-766,0,1,1,Managers,2,56,2,Other
5105320,1,F,0,1,0,202500,Commercial associate,Higher education,Single / not married,-12196,-2218,0,0,0,Accountants,1,33,6,Other
5149286,1,F,1,1,1,225000,Working,Secondary / secondary special,Civil marriage,-15443,-290,0,0,0,Sales staff,3,42,1,House / apartment
5065619,1,M,0,1,0,247500,Commercial associate,Secondary / secondary special,Married,-15302,-596,1,1,0,Laborers,2,42,1.5,House / apartment
5021358,1,F,0,1,2,67500,State servant,Incomplete higher,Married,-13259,-213,0,0,0,Core staff,4,36,0.5,Other
5090878,1,F,1,1,0,337500,Working,Higher education,Civil marriage,-14311,-2985,0,0,1,Drivers,2,39,8,Other
5100343,1,F,1,0,1,135000,Commercial associate,Secondary / secondary special,Married,-10108,-431,0,0,0,Managers,3,28,1,House / apartment
5088935,1,F,0,1,1,292500,Commercial associate,Secondary / secondary special,Civil marriage,-17781,-9044,0,1,0,Private service staff,3,49,25,House / apartment
5087880,0,F,0,0,0,234000,State servant,Higher education,Civil marriage,-21967,-5215,0,0,1,Core staff,2,60,14.5,House / apartment
5139577,1,F,0,1,0,225000,Commercial associate,Secondary / secondary special,Single / not married,-10924,-97,0,0,0,Cleaning staff,1,30,0.5,House / apartment
5022908,1,M,0,0,0,189000,State servant,Secondary / secondary special,Married,-15752,-2770,0,0,0,Core staff,2,43,7.5,House / apartment
5021355,1,F,0,1,2,67500,State servant,Incomplete higher,Married,-13259,-213,0,0,0,Core staff,4,36,0.5,Other
5116901,1,F,0,1,0,148500,Working,Incomplete higher,Single / not married,-9924,-1830,0,1,0,Medicine staff,1,27,5,House / apartment
5113439,1,F,0,1,0,207000,Working,Secondary / secondary special,Single / not married,-18617,-2506,0,0,0,Cooking staff,1,51,7,House / apartment
5041367,1,F,0,0,0,180000,State servant,Incomplete higher,Married,-10315,-2985,0,0,0,Core staff,2,28,8,House / apartment
5048188,1,M,1,1,0,247500,State servant,Higher education,Single / not married,-10012,-826,1,1,0,High skill tech staff,1,27,2.5,House / apartment
5142993,1,F,1,0,0,180000,Commercial associate,Higher education,Single / not married,-10132,-1108,1,0,1,Core staff,1,28,3,House / apartment
5066770,1,M,1,1,0,225000,Commercial associate,Secondary / secondary special,Married,-10033,-2075,1,0,0,Managers,2,27,5.5,House / apartment
5095413,1,F,0,0,0,90000,Working,Secondary / secondary special,Single / not married,-11352,-308,0,0,0,Sales staff,1,31,1,Other
5150061,1,M,0,1,0,225000,Working,Secondary / secondary special,Single / not married,-10530,-2328,0,0,0,Laborers,1,29,6.5,House / apartment
5125847,1,F,0,0,0,234000,Working,Secondary / secondary special,Single / not married,-17960,-1626,1,0,0,Cleaning staff,1,49,4.5,House / apartment
5085860,1,F,0,1,1,121500,State servant,Higher education,Separated,-14138,-1418,0,1,0,Medicine staff,2,39,4,House / apartment
5033801,1,F,0,1,0,360000,Commercial associate,Higher education,Married,-16461,-3244,0,0,0,Managers,2,45,9,House / apartment
5028457,1,F,0,1,1,180000,State servant,Secondary / secondary special,Married,-14574,-964,0,1,1,Medicine staff,3,40,2.5,House / apartment
5143246,1,F,0,0,0,135000,State servant,Higher education,Separated,-19514,-1991,1,0,0,IT staff,1,53,5.5,Other
5095166,1,M,1,1,0,252000,Commercial associate,Higher education,Married,-13796,-2682,0,0,0,Drivers,2,38,7.5,House / apartment
5044681,1,F,0,1,0,90000,Working,Lower secondary,Single / not married,-10523,-2778,0,0,0,Core staff,1,29,7.5,House / apartment
5028901,1,M,1,1,0,270000,Working,Lower secondary,Separated,-19164,-3825,1,0,0,Laborers,1,53,10.5,House / apartment
5143584,0,F,0,1,1,234000,State servant,Secondary / secondary special,Civil marriage,-14824,-5831,0,0,0,Cooking staff,3,41,16,Other
5025155,0,F,0,1,1,202500,Working,Higher education,Single / not married,-10106,-93,0,1,0,Accountants,2,28,0.5,House / apartment
5029273,1,M,1,1,0,116653.5,Commercial associate,Secondary / secondary special,Married,-9270,-1661,1,1,0,Laborers,2,25,4.5,House / apartment
5047730,1,F,0,1,1,112500,State servant,Incomplete higher,Married,-14423,-4571,0,0,0,Accountants,3,40,12.5,House / apartment
5089658,1,F,0,0,0,99000,Commercial associate,Secondary / secondary special,Single / not married,-16378,-370,1,0,0,Core staff,1,45,1,House / apartment
5091584,1,F,0,0,2,225000,Working,Secondary / secondary special,Married,-12244,-2361,0,0,0,Sales staff,4,34,6.5,Other
5033985,1,F,1,1,0,180000,Commercial associate,Secondary / secondary special,Civil marriage,-19578,-5388,1,1,0,Accountants,2,54,15,House / apartment
5033674,1,F,0,1,0,126000,Working,Secondary / secondary special,Civil marriage,-10783,-390,0,0,0,Sales staff,2,30,1,House / apartment
5024685,1,M,0,1,0,135000,Working,Secondary / secondary special,Married,-15562,-7824,0,1,0,Laborers,2,43,21.5,Other
5125824,1,F,0,1,2,157500,Commercial associate,Higher education,Married,-11221,-4244,1,1,0,Laborers,4,31,11.5,House / apartment
5126743,1,F,0,0,0,135000,Working,Lower secondary,Married,-19019,-43,0,0,0,Laborers,2,52,0,Other
5046313,1,M,1,1,0,315000,Commercial associate,Secondary / secondary special,Married,-21601,-1600,0,1,0,Managers,2,59,4.5,House / apartment
5113746,1,F,0,1,1,94500,Working,Higher education,Separated,-14559,-1472,0,1,1,Laborers,2,40,4,House / apartment
5052724,1,F,0,1,1,180000,Working,Secondary / secondary special,Single / not married,-10740,-1298,0,0,0,Laborers,2,29,3.5,Other
5090939,1,F,1,0,1,184500,Working,Higher education,Separated,-13438,-4447,1,0,0,Core staff,2,37,12,Other
5105704,1,F,1,0,0,225000,Working,Secondary / secondary special,Married,-12155,-667,0,0,0,Laborers,2,33,2,Other
5089330,1,F,1,0,0,247500,State servant,Higher education,Single / not married,-16918,-4174,1,0,0,Managers,1,46,11.5,House / apartment
5026490,1,F,0,1,1,225000,Commercial associate,Higher education,Married,-15720,-2569,0,1,0,Managers,3,43,7,House / apartment
5036531,1,F,1,0,0,315000,Commercial associate,Incomplete higher,Married,-9187,-116,1,0,0,Core staff,2,25,0.5,Other
5023811,1,M,0,1,0,202500,Commercial associate,Higher education,Married,-19082,-377,0,0,0,IT staff,2,52,1,Other
5074701,1,F,0,1,0,157500,Working,Higher education,Single / not married,-22235,-10600,0,0,0,Laborers,1,61,29,House / apartment
5125976,0,M,0,1,0,247500,Commercial associate,Higher education,Widow,-15470,-2233,0,1,0,Laborers,1,42,6,House / apartment
5143574,0,M,1,0,0,157500,Working,Incomplete higher,Married,-9124,-960,1,0,0,Drivers,2,25,2.5,Other
5091258,1,F,0,1,0,202500,State servant,Secondary / secondary special,Separated,-16834,-1692,0,0,0,Medicine staff,1,46,4.5,House / apartment
5116983,1,F,0,1,0,112500,State servant,Secondary / secondary special,Widow,-20075,-672,0,0,0,Medicine staff,1,55,2,House / apartment
5033581,1,F,0,1,2,270000,State servant,Higher education,Separated,-11342,-688,0,0,0,High skill tech staff,3,31,2,Other
5125336,1,M,1,1,2,337500,State servant,Secondary / secondary special,Married,-12977,-3970,0,0,0,Laborers,4,36,11,Other
5105297,1,F,0,0,0,112500,Working,Secondary / secondary special,Widow,-10240,-818,1,1,0,Core staff,1,28,2,Other
5036921,1,F,0,1,0,225000,State servant,Secondary / secondary special,Civil marriage,-23248,-8710,1,1,0,Laborers,2,64,24,House / apartment
5087501,1,F,1,1,0,157500,Commercial associate,Higher education,Civil marriage,-15330,-1014,1,1,0,Managers,2,42,3,House / apartment
5118368,1,F,0,0,0,180000,Working,Secondary / secondary special,Civil marriage,-10456,-1953,1,0,0,Medicine staff,2,29,5.5,House / apartment
