ID,label,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE,DAYS_EMPLOYED_CLEAN
5021328,0,F,0,1,0,90000.0,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,Cooking staff,2.0,49,10.5
5021329,0,F,0,1,0,90000.0,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,Cooking staff,2.0,49,10.5
5021330,0,F,0,1,0,90000.0,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,Cooking staff,2.0,49,10.5
5021331,0,F,0,1,0,90000.0,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,Cooking staff,2.0,49,10.5
5021332,0,F,0,1,0,90000.0,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,Cooking staff,2.0,49,10.5
5021334,0,F,0,1,0,90000.0,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,Cooking staff,2.0,49,10.5
5021335,0,F,0,1,0,90000.0,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,Cooking staff,2.0,49,10.5
5021336,0,F,0,1,0,90000.0,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,Cooking staff,2.0,49,10.5
5021337,0,F,0,1,0,90000.0,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,Cooking staff,2.0,49,10.5
5021338,0,F,0,1,0,90000.0,State servant,Higher education,Married,House / apartment,-17767,-3804,1,0,0,0,Cooking staff,2.0,49,10.5
5021344,0,M,0,1,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14940,-1644,1,0,0,0,Laborers,2.0,41,4.5
5021346,1,F,1,1,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14172,-2131,1,0,0,0,Sales staff,2.0,39,6.0
5021350,0,M,1,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,Laborers,2.0,55,18.0
5021353,1,M,1,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,Laborers,2.0,55,18.0
5021354,0,F,0,1,2,67500.0,State servant,Incomplete higher,Married,With parents,-13259,-213,1,0,0,0,Core staff,4.0,36,0.5
5021355,0,F,0,1,2,67500.0,State servant,Incomplete higher,Married,With parents,-13259,-213,1,0,0,0,Core staff,4.0,36,0.5
5021358,0,F,0,1,2,67500.0,State servant,Incomplete higher,Married,With parents,-13259,-213,1,0,0,0,Core staff,4.0,36,0.5
5021359,0,M,1,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,Laborers,2.0,55,18.0
5021360,1,M,1,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,Laborers,2.0,55,18.0
5021361,0,M,1,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,Laborers,2.0,55,18.0
5021362,1,M,1,0,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19972,-6610,1,0,0,0,Laborers,2.0,55,18.0
5021365,0,M,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18454,-7518,1,0,0,0,Drivers,2.0,51,20.5
5021366,0,M,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18454,-7518,1,0,0,0,Drivers,2.0,51,20.5
5021367,0,M,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18454,-7518,1,0,0,0,Drivers,2.0,51,20.5
5021368,0,M,0,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18454,-7518,1,0,0,0,Drivers,2.0,51,20.5
5021370,0,F,0,1,0,247500.0,Working,Higher education,Married,House / apartment,-22100,-578,1,0,0,1,Managers,2.0,61,1.5
5021371,1,F,0,1,0,247500.0,Working,Higher education,Married,House / apartment,-22100,-578,1,0,0,1,Managers,2.0,61,1.5
5021372,0,F,0,1,0,247500.0,Working,Higher education,Married,House / apartment,-22100,-578,1,0,0,1,Managers,2.0,61,1.5
5021373,0,F,0,1,0,247500.0,Working,Higher education,Married,House / apartment,-22100,-578,1,0,0,1,Managers,2.0,61,1.5
5021375,0,F,0,1,0,247500.0,Working,Higher education,Married,House / apartment,-22100,-578,1,0,0,1,Managers,2.0,61,1.5
5021376,1,F,0,1,0,247500.0,Working,Higher education,Married,House / apartment,-22100,-578,1,0,0,1,Managers,2.0,61,1.5
5021377,0,F,0,1,0,247500.0,Working,Higher education,Married,House / apartment,-22100,-578,1,0,0,1,Managers,2.0,61,1.5
5021378,0,F,0,1,0,247500.0,Working,Higher education,Married,House / apartment,-22100,-578,1,0,0,1,Managers,2.0,61,1.5
5021379,0,F,0,1,0,247500.0,Working,Higher education,Married,House / apartment,-22100,-578,1,0,0,1,Managers,2.0,61,1.5
5021380,0,F,0,1,0,247500.0,Working,Higher education,Married,House / apartment,-22100,-578,1,0,0,1,Managers,2.0,61,1.5
5021381,0,F,0,1,0,247500.0,Working,Higher education,Married,House / apartment,-22100,-578,1,0,0,1,Managers,2.0,61,1.5
5021410,0,F,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2.0,55,11.0
5021413,0,F,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2.0,55,11.0
5021414,0,F,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2.0,55,11.0
5021415,0,F,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2.0,55,11.0
5021416,0,F,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2.0,55,11.0
5021419,0,F,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2.0,55,11.0
5021420,0,F,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2.0,55,11.0
5021421,0,F,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2.0,55,11.0
5021423,0,F,0,1,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20066,-3988,1,1,1,0,Private service staff,2.0,55,11.0
5021429,0,F,0,1,0,126000.0,Commercial associate,Higher education,Single / not married,House / apartment,-18907,-2470,1,0,0,0,Sales staff,1.0,52,7.0
5021430,1,F,0,1,0,126000.0,Commercial associate,Higher education,Single / not married,House / apartment,-18907,-2470,1,0,0,0,Sales staff,1.0,52,7.0
5021431,1,F,0,1,0,126000.0,Commercial associate,Higher education,Single / not married,House / apartment,-18907,-2470,1,0,0,0,Sales staff,1.0,52,7.0
5021434,0,M,0,1,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-17110,-370,1,0,0,0,Laborers,3.0,47,1.0
5021435,0,M,0,1,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-17110,-370,1,0,0,0,Laborers,3.0,47,1.0
5021436,0,M,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9547,-1340,1,0,0,0,Drivers,3.0,26,3.5
5021437,0,M,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9547,-1340,1,0,0,0,Drivers,3.0,26,3.5
5021438,0,M,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9547,-1340,1,0,0,0,Drivers,3.0,26,3.5
5021439,0,M,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9547,-1340,1,0,0,0,Drivers,3.0,26,3.5
5021440,0,M,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9547,-1340,1,0,0,0,Drivers,3.0,26,3.5
5021441,0,M,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9547,-1340,1,0,0,0,Drivers,3.0,26,3.5
5021442,0,M,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9547,-1340,1,0,0,0,Drivers,3.0,26,3.5
5021443,0,M,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9547,-1340,1,0,0,0,Drivers,3.0,26,3.5
5021444,1,F,0,1,0,121500.0,Working,Secondary / secondary special,Married,With parents,-13315,-5204,1,1,1,0,Core staff,2.0,36,14.5
5021445,0,F,0,1,0,121500.0,Working,Secondary / secondary special,Married,With parents,-13315,-5204,1,1,1,0,Core staff,2.0,36,14.5
5021446,0,F,0,1,0,121500.0,Working,Secondary / secondary special,Married,With parents,-13315,-5204,1,1,1,0,Core staff,2.0,36,14.5
5021448,0,F,0,1,0,196650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21415,-2744,1,0,0,0,Cleaning staff,2.0,59,7.5
5021450,0,F,0,1,0,196650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21415,-2744,1,0,0,0,Cleaning staff,2.0,59,7.5
5021455,0,F,0,1,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-19040,-1070,1,1,1,0,Sales staff,2.0,52,3.0
5021456,0,F,0,1,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-19040,-1070,1,1,1,0,Sales staff,2.0,52,3.0
5021457,0,F,0,1,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-19040,-1070,1,1,1,0,Sales staff,2.0,52,3.0
5021458,0,F,1,0,1,225000.0,Working,Higher education,Civil marriage,House / apartment,-11501,-735,1,0,0,0,Core staff,3.0,32,2.0
5021459,0,F,1,0,1,225000.0,Working,Higher education,Civil marriage,House / apartment,-11501,-735,1,0,0,0,Core staff,3.0,32,2.0
5021460,0,F,1,0,1,225000.0,Working,Higher education,Civil marriage,House / apartment,-11501,-735,1,0,0,0,Core staff,3.0,32,2.0
5021461,0,F,1,0,1,225000.0,Working,Higher education,Civil marriage,House / apartment,-11501,-735,1,0,0,0,Core staff,3.0,32,2.0
5021462,0,F,1,0,1,225000.0,Working,Higher education,Civil marriage,House / apartment,-11501,-735,1,0,0,0,Core staff,3.0,32,2.0
5021463,0,F,1,0,1,225000.0,Working,Higher education,Civil marriage,House / apartment,-11501,-735,1,0,0,0,Core staff,3.0,32,2.0
5021464,0,F,1,1,1,166500.0,Working,Higher education,Married,House / apartment,-11782,-705,1,0,0,0,Core staff,3.0,32,2.0
5021465,0,F,1,1,1,166500.0,Working,Higher education,Married,House / apartment,-11782,-705,1,0,0,0,Core staff,3.0,32,2.0
5021466,0,F,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8378,-370,1,0,0,0,Core staff,2.0,23,1.0
5021467,0,F,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8378,-370,1,0,0,0,Core staff,2.0,23,1.0
5021468,0,F,0,1,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8378,-370,1,0,0,0,Core staff,2.0,23,1.0
5021474,1,M,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10450,-1218,1,0,1,1,Laborers,3.0,29,3.5
5021475,1,F,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,Cooking staff,2.0,33,7.0
5021476,0,F,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,Cooking staff,2.0,33,7.0
5021477,0,F,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,Cooking staff,2.0,33,7.0
5021478,0,F,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,Cooking staff,2.0,33,7.0
5021479,0,F,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,Cooking staff,2.0,33,7.0
5021480,0,F,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,Cooking staff,2.0,33,7.0
5021481,0,F,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,Cooking staff,2.0,33,7.0
5021482,1,F,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,Cooking staff,2.0,33,7.0
5021483,0,F,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,Cooking staff,2.0,33,7.0
5021484,0,F,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,Cooking staff,2.0,33,7.0
5021485,0,F,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11905,-2470,1,0,1,1,Cooking staff,2.0,33,7.0
5021486,1,M,0,1,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10450,-1218,1,0,1,1,Laborers,3.0,29,3.5
5021487,0,M,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-10665,-1493,1,0,0,0,Laborers,2.0,29,4.0
5021488,0,M,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-10665,-1493,1,0,0,0,Laborers,2.0,29,4.0
5021489,0,M,1,1,0,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-10665,-1493,1,0,0,0,Laborers,2.0,29,4.0
5021490,0,M,0,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10682,-609,1,0,1,0,Sales staff,1.0,29,1.5
5021491,0,M,0,1,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10682,-609,1,0,1,0,Sales staff,1.0,29,1.5
5021493,1,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,-15760,-1858,1,0,0,0,Sales staff,3.0,43,5.0
5021494,0,F,0,1,1,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,-15760,-1858,1,0,0,0,Sales staff,3.0,43,5.0
5021500,0,M,1,1,4,292500.0,Working,Secondary / secondary special,Married,House / apartment,-14150,-401,1,0,0,0,Laborers,6.0,39,1.0
5021508,0,F,0,1,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,High skill tech staff,2.0,50,27.5
5021509,0,F,0,1,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,High skill tech staff,2.0,50,27.5
5021510,0,F,0,1,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,High skill tech staff,2.0,50,27.5
5021513,0,F,0,1,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,High skill tech staff,2.0,50,27.5
5021514,0,F,0,1,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,High skill tech staff,2.0,50,27.5
5021515,0,F,0,1,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,High skill tech staff,2.0,50,27.5
5021516,0,F,0,1,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,High skill tech staff,2.0,50,27.5
5021517,0,F,0,1,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,High skill tech staff,2.0,50,27.5
5021518,0,F,0,1,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,High skill tech staff,2.0,50,27.5
5021519,0,F,0,1,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,High skill tech staff,2.0,50,27.5
5021520,0,F,0,1,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,High skill tech staff,2.0,50,27.5
5021522,0,F,0,0,0,202500.0,Working,Higher education,Married,House / apartment,-19271,-4839,1,0,0,1,Core staff,2.0,53,13.5
5021525,0,F,0,0,0,202500.0,Working,Higher education,Married,House / apartment,-19271,-4839,1,0,0,1,Core staff,2.0,53,13.5
5021526,0,F,0,0,0,202500.0,Working,Higher education,Married,House / apartment,-19271,-4839,1,0,0,1,Core staff,2.0,53,13.5
5021527,0,F,0,0,0,202500.0,Working,Higher education,Married,House / apartment,-19271,-4839,1,0,0,1,Core staff,2.0,53,13.5
5021528,0,F,0,0,0,202500.0,Working,Higher education,Married,House / apartment,-19271,-4839,1,0,0,1,Core staff,2.0,53,13.5
5021529,0,F,0,0,0,202500.0,Working,Higher education,Married,House / apartment,-19271,-4839,1,0,0,1,Core staff,2.0,53,13.5
5021533,0,M,1,1,0,135000.0,Working,Secondary / secondary special,Married,With parents,-12807,-2404,1,0,0,0,Laborers,2.0,35,6.5
5021544,0,F,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2.0,57,4.5
5021545,0,F,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2.0,57,4.5
5021546,0,F,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2.0,57,4.5
5021547,0,F,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2.0,57,4.5
5021548,0,F,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2.0,57,4.5
5021549,0,F,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2.0,57,4.5
5021550,0,F,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2.0,57,4.5
5021551,0,F,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2.0,57,4.5
5021552,1,F,0,1,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20870,-1583,1,0,0,0,Medicine staff,2.0,57,4.5
5021553,0,F,0,1,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14335,-856,1,0,0,0,Sales staff,3.0,39,2.5
5021554,0,M,1,1,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-11843,-429,1,0,0,0,Drivers,2.0,32,1.0
5021555,0,M,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18188,-578,1,0,0,0,Drivers,2.0,50,1.5
5021558,0,M,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18188,-578,1,0,0,0,Drivers,2.0,50,1.5
5021559,0,M,1,1,0,360000.0,Working,Incomplete higher,Married,House / apartment,-9906,-122,1,1,1,0,Sales staff,2.0,27,0.5
5021560,0,M,1,1,0,360000.0,Working,Incomplete higher,Married,House / apartment,-9906,-122,1,1,1,0,Sales staff,2.0,27,0.5
5021561,0,M,1,1,0,360000.0,Working,Incomplete higher,Married,House / apartment,-9906,-122,1,1,1,0,Sales staff,2.0,27,0.5
5021562,0,M,1,1,0,360000.0,Working,Incomplete higher,Married,House / apartment,-9906,-122,1,1,1,0,Sales staff,2.0,27,0.5
5021563,0,M,1,1,0,360000.0,Working,Incomplete higher,Married,House / apartment,-9906,-122,1,1,1,0,Sales staff,2.0,27,0.5
5021564,0,M,1,1,0,360000.0,Working,Incomplete higher,Married,House / apartment,-9906,-122,1,1,1,0,Sales staff,2.0,27,0.5
5021565,0,M,1,1,0,360000.0,Working,Incomplete higher,Married,House / apartment,-9906,-122,1,1,1,0,Sales staff,2.0,27,0.5
5021568,0,F,0,1,2,126000.0,Working,Higher education,Married,House / apartment,-12428,-4900,1,0,1,1,High skill tech staff,4.0,34,13.5
5021569,1,F,0,1,2,126000.0,Working,Higher education,Married,House / apartment,-12428,-4900,1,0,1,1,High skill tech staff,4.0,34,13.5
5021570,0,F,0,1,2,126000.0,Working,Higher education,Married,House / apartment,-12428,-4900,1,0,1,1,High skill tech staff,4.0,34,13.5
5021571,0,F,0,1,2,126000.0,Working,Higher education,Married,House / apartment,-12428,-4900,1,0,1,1,High skill tech staff,4.0,34,13.5
5021582,0,F,0,0,1,40500.0,State servant,Secondary / secondary special,Married,Rented apartment,-13052,-1952,1,0,0,0,Cooking staff,3.0,36,5.5
5021583,0,F,0,0,1,40500.0,State servant,Secondary / secondary special,Married,Rented apartment,-13052,-1952,1,0,0,0,Cooking staff,3.0,36,5.5
5021584,0,F,0,0,1,40500.0,State servant,Secondary / secondary special,Married,Rented apartment,-13052,-1952,1,0,0,0,Cooking staff,3.0,36,5.5
5021585,0,F,0,0,1,40500.0,State servant,Secondary / secondary special,Married,Rented apartment,-13052,-1952,1,0,0,0,Cooking staff,3.0,36,5.5
5021586,0,F,1,1,0,247500.0,Working,Incomplete higher,Separated,House / apartment,-19672,-1375,1,1,0,0,Accountants,1.0,54,4.0
5021587,0,F,1,1,0,247500.0,Working,Incomplete higher,Separated,House / apartment,-19672,-1375,1,1,0,0,Accountants,1.0,54,4.0
5021588,0,F,1,1,0,247500.0,Working,Incomplete higher,Separated,House / apartment,-19672,-1375,1,1,0,0,Accountants,1.0,54,4.0
5021589,0,F,1,1,0,247500.0,Working,Incomplete higher,Separated,House / apartment,-19672,-1375,1,1,0,0,Accountants,1.0,54,4.0
5021590,0,F,1,1,0,247500.0,Working,Incomplete higher,Separated,House / apartment,-19672,-1375,1,1,0,0,Accountants,1.0,54,4.0
5021594,0,M,1,1,1,306000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19201,-1309,1,0,1,0,Managers,3.0,53,3.5
5021595,0,M,1,1,1,306000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19201,-1309,1,0,1,0,Managers,3.0,53,3.5
5021614,0,M,1,1,1,189000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-16893,-1521,1,0,0,0,Sales staff,3.0,46,4.0
5021617,0,F,0,1,0,99000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15250,-517,1,0,0,0,Cooking staff,2.0,42,1.5
5021620,0,F,1,1,3,126000.0,Working,Higher education,Married,House / apartment,-15003,-122,1,0,0,0,Managers,5.0,41,0.5
5021622,0,F,1,1,3,126000.0,Working,Higher education,Married,House / apartment,-15003,-122,1,0,0,0,Managers,5.0,41,0.5
5021623,0,F,1,1,3,126000.0,Working,Higher education,Married,House / apartment,-15003,-122,1,0,0,0,Managers,5.0,41,0.5
5021624,0,F,1,1,3,126000.0,Working,Higher education,Married,House / apartment,-15003,-122,1,0,0,0,Managers,5.0,41,0.5
5021639,1,F,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21456,-425,1,0,0,0,Medicine staff,2.0,59,1.0
5021640,1,F,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21456,-425,1,0,0,0,Medicine staff,2.0,59,1.0
5021641,1,F,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21456,-425,1,0,0,0,Medicine staff,2.0,59,1.0
5021642,0,F,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21456,-425,1,0,0,0,Medicine staff,2.0,59,1.0
5021645,0,F,0,1,0,292500.0,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2.0,34,14.5
5021646,1,F,0,1,0,292500.0,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2.0,34,14.5
5021647,0,F,0,1,0,292500.0,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2.0,34,14.5
5021648,1,F,0,1,0,292500.0,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2.0,34,14.5
5021649,0,F,0,1,0,292500.0,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2.0,34,14.5
5021650,0,F,0,1,0,292500.0,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2.0,34,14.5
5021651,0,F,0,1,0,292500.0,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2.0,34,14.5
5021652,0,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,36,4.0
5021653,1,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,36,4.0
5021654,0,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,36,4.0
5021655,1,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,36,4.0
5021656,0,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,36,4.0
5021657,0,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,36,4.0
5021658,0,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,36,4.0
5021659,0,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,36,4.0
5021660,0,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,36,4.0
5021661,0,M,1,1,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-13207,-1401,1,0,0,0,Low-skill Laborers,3.0,36,4.0
5021662,0,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,38,2.0
5021663,0,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,38,2.0
5021664,0,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,38,2.0
5021665,0,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,38,2.0
5021668,0,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,38,2.0
5021670,0,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,38,2.0
5021671,0,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,38,2.0
5021673,0,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,38,2.0
5021674,0,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,38,2.0
5021675,0,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,38,2.0
5021676,0,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-13788,-640,1,1,0,0,Laborers,3.0,38,2.0
