ID,label,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE,DAYS_EMPLOYED_CLEAN,Grouped_Housing_Type
5116285,1,F,0,0,0,112500,Commercial associate,Lower secondary,Married,-19020,-231,0,0,0,Sales staff,2,52,0.5,Other
5100155,1,F,1,0,3,675000,Working,Secondary / secondary special,Married,-13808,-1831,0,0,0,Managers,5,38,5,House / apartment
5146448,1,M,0,1,0,180000,Commercial associate,Higher education,Single / not married,-9863,-189,0,0,0,Core staff,1,27,0.5,House / apartment
5066595,1,F,0,0,1,360000,Commercial associate,Higher education,Civil marriage,-14805,-1922,0,0,0,Sales staff,3,41,5.5,House / apartment
5125665,0,F,0,0,0,45000,State servant,Secondary / secondary special,Married,-18532,-3666,1,1,0,Core staff,2,51,10,House / apartment
5047729,1,F,0,1,1,112500,State servant,Incomplete higher,Married,-14423,-4571,0,0,0,Accountants,3,40,12.5,House / apartment
5053920,1,M,0,0,1,202500,Working,Lower secondary,Civil marriage,-14454,-1064,1,1,0,Drivers,3,40,3,House / apartment
5021358,1,F,0,1,2,67500,State servant,Incomplete higher,Married,-13259,-213,0,0,0,Core staff,4,36,0.5,Other
5048308,1,F,0,0,0,90000,Working,Higher education,Separated,-21887,-1526,0,0,0,Core staff,1,60,4,House / apartment
5041323,0,F,0,0,0,157500,Working,Higher education,Single / not married,-18973,-3289,0,0,0,Laborers,1,52,9,Other
5061821,0,F,0,1,0,112500,Working,Incomplete higher,Single / not married,-8347,-1598,0,0,0,Laborers,1,23,4.5,Other
5067381,1,F,1,1,0,315000,Commercial associate,Incomplete higher,Single / not married,-9130,-1390,0,1,0,Core staff,1,25,4,House / apartment
5116949,1,M,1,1,0,180000,Working,Higher education,Single / not married,-9427,-338,0,0,0,Drivers,1,26,1,Other
5029119,1,F,1,1,2,225000,State servant,Higher education,Married,-14731,-4617,0,0,0,Medicine staff,4,40,12.5,House / apartment
5069233,1,F,0,0,1,67500,Working,Secondary / secondary special,Married,-10565,-2970,0,0,0,Medicine staff,3,29,8,Other
5090340,1,F,1,1,0,135000,Working,Secondary / secondary special,Married,-14196,-5247,0,0,0,Private service staff,2,39,14.5,House / apartment
5069419,1,F,0,1,0,157500,Working,Incomplete higher,Single / not married,-9574,-171,1,1,0,Medicine staff,1,26,0.5,House / apartment
5062162,1,F,0,1,0,166500,Commercial associate,Higher education,Widow,-20422,-2328,0,0,0,Cleaning staff,1,56,6.5,House / apartment
5117245,1,F,0,1,2,112500,Working,Secondary / secondary special,Married,-12974,-2379,0,0,0,Laborers,4,36,6.5,House / apartment
5112895,1,F,0,1,2,157500,State servant,Secondary / secondary special,Married,-13854,-409,0,0,0,Laborers,4,38,1,House / apartment
5033554,1,F,0,1,0,90000,Working,Higher education,Civil marriage,-16034,-1022,0,0,0,Medicine staff,2,44,3,House / apartment
5010299,1,F,0,1,0,135000,Commercial associate,Secondary / secondary special,Married,-14918,-1866,0,0,0,Sales staff,2,41,5,House / apartment
5132422,1,F,1,1,0,292500,Commercial associate,Higher education,Married,-18409,-3482,0,0,0,Sales staff,2,50,9.5,House / apartment
5033419,1,M,1,0,0,225000,State servant,Higher education,Married,-13024,-2118,1,1,0,Drivers,2,36,6,House / apartment
5028377,1,F,0,0,0,180000,Working,Secondary / secondary special,Widow,-19868,-3278,0,0,0,Core staff,1,54,9,Other
5126114,1,M,0,0,0,180000,Working,Lower secondary,Married,-16235,-4123,1,0,0,Managers,2,44,11.5,Other
5069034,0,M,1,0,0,157500,State servant,Secondary / secondary special,Single / not married,-8466,-1236,0,0,0,Laborers,1,23,3.5,Other
5118648,0,F,0,1,2,270000,Pensioner,Higher education,Single / not married,-10425,-2745,0,0,0,Core staff,3,29,7.5,House / apartment
5024096,1,F,1,0,0,126000,State servant,Incomplete higher,Single / not married,-11978,-5206,1,0,0,Core staff,1,33,14.5,House / apartment
5135648,0,F,0,1,0,270000,Commercial associate,Secondary / secondary special,Married,-16922,-1386,0,0,0,Realty agents,2,46,4,House / apartment
5028614,1,M,1,1,0,225000,Commercial associate,Higher education,Single / not married,-10681,-2152,0,1,0,Sales staff,1,29,6,Other
5036531,1,F,1,0,0,315000,Commercial associate,Incomplete higher,Married,-9187,-116,1,0,0,Core staff,2,25,0.5,Other
5117123,1,F,1,1,2,202500,Working,Secondary / secondary special,Married,-13141,-1222,0,0,0,Medicine staff,4,36,3.5,House / apartment
5024098,1,F,1,0,0,126000,State servant,Incomplete higher,Single / not married,-11978,-5206,1,0,0,Core staff,1,33,14.5,House / apartment
5114102,1,M,1,0,0,135000,Working,Lower secondary,Married,-13241,-436,1,1,0,Laborers,2,36,1,Other
5036276,1,M,0,1,0,180000,Working,Secondary / secondary special,Married,-20713,-1621,0,0,0,Laborers,2,57,4.5,House / apartment
5066922,1,M,1,1,0,180000,Working,Higher education,Married,-11089,-1467,0,0,0,Laborers,2,30,4,Other
5022299,1,F,0,0,1,157500,Working,Secondary / secondary special,Civil marriage,-15100,-3500,0,0,0,Cooking staff,3,41,9.5,House / apartment
5106043,1,F,0,0,0,157500,State servant,Higher education,Civil marriage,-18142,-3041,0,1,0,Core staff,2,50,8.5,Other
5028901,1,M,1,1,0,270000,Working,Lower secondary,Separated,-19164,-3825,1,0,0,Laborers,1,53,10.5,House / apartment
5054186,1,F,0,0,0,135000,Working,Secondary / secondary special,Married,-11390,-515,0,1,0,Sales staff,2,31,1.5,House / apartment
5149264,1,F,0,1,0,189000,State servant,Secondary / secondary special,Separated,-17326,-9482,0,0,0,Medicine staff,1,47,26,House / apartment
5069106,1,M,0,1,0,450000,State servant,Secondary / secondary special,Married,-17380,-6594,0,0,0,Core staff,2,48,18,House / apartment
5099769,1,F,0,1,1,135000,Working,Secondary / secondary special,Married,-10112,-3170,1,1,0,Laborers,3,28,8.5,House / apartment
5085706,1,F,0,1,0,135000,Working,Lower secondary,Civil marriage,-15143,-991,0,0,0,Laborers,2,41,2.5,House / apartment
5142624,1,F,0,0,1,225000,Working,Incomplete higher,Married,-15817,-7379,0,0,0,Accountants,3,43,20,Other
5061418,1,F,0,1,0,270000,Commercial associate,Lower secondary,Civil marriage,-14609,-1842,1,1,0,Sales staff,2,40,5,House / apartment
5062181,1,F,1,1,2,144000,Working,Higher education,Married,-14291,-532,0,0,1,Accountants,4,39,1.5,House / apartment
5044682,1,F,0,1,0,90000,Working,Lower secondary,Single / not married,-10523,-2778,0,0,0,Core staff,1,29,7.5,House / apartment
5062399,1,F,0,1,0,180000,Working,Secondary / secondary special,Separated,-14547,-4550,1,1,0,Laborers,1,40,12.5,House / apartment
5051213,1,M,1,0,0,540000,Commercial associate,Higher education,Married,-17504,-6102,0,1,0,Managers,2,48,16.5,House / apartment
5024474,1,F,0,0,0,90000,Working,Secondary / secondary special,Married,-10061,-520,0,0,1,High skill tech staff,2,28,1.5,House / apartment
5126578,1,M,1,0,0,202500,Working,Lower secondary,Married,-14727,-865,1,1,0,Laborers,2,40,2.5,Other
5029270,1,M,1,1,2,225000,Working,Higher education,Married,-13456,-992,0,0,0,Drivers,4,37,2.5,House / apartment
5090121,1,F,0,1,2,315000,State servant,Secondary / secondary special,Separated,-12134,-192,0,0,1,Laborers,3,33,0.5,Other
5126553,1,F,1,0,2,135000,State servant,Higher education,Married,-13495,-2357,1,0,0,Core staff,4,37,6.5,House / apartment
5041072,1,F,0,0,0,112500,State servant,Secondary / secondary special,Single / not married,-10678,-1526,0,0,0,Security staff,1,29,4,Other
5053500,1,F,1,0,1,112500,Commercial associate,Secondary / secondary special,Married,-14499,-2860,0,0,0,Accountants,3,40,8,Other
5021886,1,F,1,1,0,135000,Commercial associate,Higher education,Married,-16949,-1371,0,0,0,Managers,2,46,4,House / apartment
5090581,1,M,0,0,1,202500,State servant,Higher education,Married,-15808,-461,0,0,0,Managers,3,43,1.5,House / apartment
5028895,1,M,1,1,0,270000,Working,Lower secondary,Separated,-19164,-3825,1,0,0,Laborers,1,53,10.5,House / apartment
5054107,1,F,1,0,0,315000,Commercial associate,Higher education,Widow,-18064,-3315,1,0,0,Managers,1,49,9,House / apartment
5048107,1,F,1,1,1,157500,Working,Lower secondary,Married,-14400,-1435,0,0,0,Sales staff,3,39,4,House / apartment
5048511,1,F,1,1,0,720000,State servant,Higher education,Widow,-15031,-5422,1,1,0,Core staff,1,41,15,House / apartment
5149618,1,M,0,0,0,112500,Working,Incomplete higher,Civil marriage,-8547,-990,1,0,0,Laborers,2,23,2.5,Other
5041692,1,F,0,1,1,135000,Working,Incomplete higher,Married,-14099,-1616,0,0,0,Core staff,3,39,4.5,House / apartment
5114070,1,M,0,0,0,180000,State servant,Secondary / secondary special,Married,-14339,-316,1,0,0,Core staff,2,39,1,House / apartment
5105970,1,F,1,0,1,225000,Commercial associate,Higher education,Civil marriage,-9932,-668,0,1,1,Accountants,3,27,2,Other
5117608,1,F,0,0,0,157500,Working,Higher education,Married,-14098,-2257,0,0,0,Core staff,2,39,6,House / apartment
5009857,1,M,1,0,0,360000,Commercial associate,Secondary / secondary special,Separated,-10276,-556,1,1,0,Drivers,1,28,1.5,Other
5085913,0,F,0,1,0,225000,Commercial associate,Higher education,Single / not married,-20470,-9269,0,0,0,Core staff,1,56,25.5,House / apartment
5054386,0,M,1,0,0,292500,Pensioner,Higher education,Single / not married,-14050,-3680,1,1,0,Laborers,1,38,10,House / apartment
5041139,1,F,0,1,0,157500,State servant,Incomplete higher,Civil marriage,-10338,-795,0,0,0,Core staff,2,28,2,House / apartment
5047796,1,F,0,1,1,112500,Student,Secondary / secondary special,Civil marriage,-12127,-795,0,0,0,Laborers,3,33,2,House / apartment
5135724,1,M,1,0,1,360000,State servant,Higher education,Married,-14980,-2847,0,1,0,Managers,3,41,8,Other
5085713,1,F,0,1,0,135000,Working,Lower secondary,Civil marriage,-15143,-991,0,0,0,Laborers,2,41,2.5,House / apartment
5021788,1,F,1,1,2,157500,Working,Secondary / secondary special,Married,-15021,-6879,0,0,0,High skill tech staff,4,41,19,House / apartment
5069309,1,F,0,1,0,112500,Working,Lower secondary,Civil marriage,-12325,-536,0,0,0,Cleaning staff,2,34,1.5,Other
5125215,1,M,0,1,0,675000,Commercial associate,Higher education,Married,-17754,-1109,1,1,1,Managers,2,49,3,House / apartment
5066870,1,M,1,1,0,270000,Working,Secondary / secondary special,Single / not married,-13805,-1557,0,0,0,Laborers,1,38,4.5,House / apartment
5118572,1,F,0,1,0,157500,Working,Secondary / secondary special,Single / not married,-18650,-1892,0,0,0,Laborers,1,51,5,House / apartment
5044792,1,M,1,1,1,247500,Working,Higher education,Married,-15606,-160,0,1,0,Sales staff,3,43,0.5,Other
5022616,1,M,1,1,0,202500,Commercial associate,Secondary / secondary special,Civil marriage,-12022,-1674,0,0,1,Laborers,2,33,4.5,House / apartment
5087508,1,F,1,1,0,157500,Commercial associate,Higher education,Civil marriage,-15330,-1014,1,1,0,Managers,2,42,3,House / apartment
5061794,1,M,0,1,0,112500,Commercial associate,Secondary / secondary special,Single / not married,-10594,-2116,0,0,1,Security staff,1,29,6,House / apartment
5089524,1,F,1,0,0,315000,Working,Higher education,Married,-13064,-2286,1,0,0,Medicine staff,2,36,6.5,Other
5066873,1,M,1,1,0,270000,Working,Secondary / secondary special,Single / not married,-13805,-1557,0,0,0,Laborers,1,38,4.5,House / apartment
5090506,0,M,0,1,0,315000,State servant,Secondary / secondary special,Single / not married,-12051,-2286,0,0,0,Core staff,1,33,6.5,Other
5041392,1,F,1,1,0,135000,Working,Secondary / secondary special,Married,-15131,-6456,0,0,0,Core staff,2,41,17.5,Other
5048539,1,F,1,1,1,270000,Commercial associate,Academic degree,Married,-12155,-979,0,0,0,Sales staff,3,33,2.5,House / apartment
5033556,1,F,0,1,0,90000,Working,Higher education,Civil marriage,-16034,-1022,0,0,0,Medicine staff,2,44,3,House / apartment
5025231,1,M,0,1,2,270000,Working,Secondary / secondary special,Single / not married,-11505,-4019,0,0,0,Laborers,3,32,11,House / apartment
5115726,1,F,0,0,0,108000,State servant,Secondary / secondary special,Married,-8862,-1625,1,0,0,Medicine staff,2,24,4.5,Other
5118648,0,F,0,1,2,270000,Pensioner,Higher education,Single / not married,-10425,-2745,0,0,0,Core staff,3,29,7.5,House / apartment
5106044,1,F,0,0,0,157500,State servant,Higher education,Civil marriage,-18142,-3041,0,1,0,Core staff,2,50,8.5,Other
5143420,1,M,1,0,1,315000,State servant,Higher education,Married,-9095,-926,0,0,0,Core staff,3,25,2.5,Other
5113367,1,M,0,1,0,148500,Commercial associate,Higher education,Single / not married,-9382,-2049,0,1,1,Medicine staff,1,26,5.5,House / apartment
5066601,1,F,0,0,1,360000,Commercial associate,Higher education,Civil marriage,-14805,-1922,0,0,0,Sales staff,3,41,5.5,House / apartment
5149708,1,F,0,1,1,90000,Working,Higher education,Married,-11574,-3608,0,1,0,High skill tech staff,3,32,10,House / apartment
5105375,1,M,1,1,1,324000,Commercial associate,Secondary / secondary special,Married,-11523,-2522,0,1,0,Managers,3,32,7,Other
5053445,1,F,0,1,1,135000,Commercial associate,Higher education,Separated,-16352,-3772,0,0,0,Accountants,2,45,10.5,House / apartment
5146171,1,F,1,1,2,180000,Working,Higher education,Single / not married,-10433,-3019,0,0,0,Laborers,3,29,8.5,Other
5047652,1,F,1,0,1,162000,Working,Secondary / secondary special,Separated,-14786,-4601,0,0,0,Sales staff,2,41,12.5,House / apartment
5149847,1,M,1,1,1,360000,Working,Higher education,Married,-16250,-747,0,0,0,Managers,3,45,2,House / apartment
5085629,1,M,0,1,1,202500,Commercial associate,Secondary / secondary special,Separated,-12440,-503,0,1,0,Core staff,2,34,1.5,House / apartment
5050510,0,F,0,0,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,-19488,-3119,1,0,0,Sales staff,2,53,8.5,House / apartment
5046077,1,F,1,1,2,112500,State servant,Lower secondary,Married,-14234,-5710,1,0,0,Medicine staff,4,39,15.5,House / apartment
5146109,1,M,0,1,3,494100,Commercial associate,Higher education,Married,-13246,-2104,0,0,0,Managers,5,36,6,House / apartment
5115561,1,F,0,0,0,121500,Commercial associate,Secondary / secondary special,Civil marriage,-13735,-679,1,0,0,Laborers,2,38,2,Other
5090675,1,F,0,0,1,36000,Working,Secondary / secondary special,Married,-13160,-5543,1,0,0,Laborers,3,36,15,Other
5089797,1,F,0,1,0,126000,Working,Secondary / secondary special,Separated,-21646,-1283,1,1,0,Cleaning staff,1,59,3.5,House / apartment
5069139,0,F,0,0,0,135000,Commercial associate,Higher education,Married,-15360,-413,0,0,1,Core staff,2,42,1,Other
5045539,1,M,1,0,2,225000,State servant,Higher education,Married,-10937,-1539,0,0,0,High skill tech staff,4,30,4,Other
5046018,1,M,1,1,1,247500,State servant,Secondary / secondary special,Married,-11992,-3579,0,0,0,Managers,3,33,10,House / apartment
5148672,1,M,1,1,1,810000,Commercial associate,Incomplete higher,Civil marriage,-17922,-3455,0,0,0,Security staff,3,49,9.5,Other
5126065,1,F,0,1,0,94500,State servant,Higher education,Separated,-18465,-1930,1,0,0,Laborers,1,51,5.5,House / apartment
5095896,1,F,0,0,1,112500,Commercial associate,Higher education,Married,-16018,-2532,1,1,0,Managers,3,44,7,House / apartment
5042026,1,F,0,0,0,202500,Commercial associate,Incomplete higher,Single / not married,-21381,-156,0,0,0,Managers,1,59,0.5,House / apartment
5114402,1,F,0,0,0,157500,State servant,Higher education,Married,-11588,-801,1,1,0,Core staff,2,32,2,House / apartment
5038774,1,F,0,1,0,81000,State servant,Higher education,Widow,-19439,-6712,0,0,0,High skill tech staff,1,53,18.5,House / apartment
5062317,1,F,0,1,0,180000,Working,Secondary / secondary special,Single / not married,-16677,-9482,0,0,0,Core staff,1,46,26,House / apartment
5029028,0,F,0,1,0,90000,Working,Lower secondary,Single / not married,-12026,-4770,0,0,0,Cleaning staff,2,33,13,Other
5051079,1,F,0,0,0,270000,Commercial associate,Secondary / secondary special,Separated,-16999,-1140,1,1,0,Sales staff,1,47,3,Other
5126456,1,F,0,0,0,94500,Working,Higher education,Married,-16825,-196,0,0,0,Security staff,2,46,0.5,House / apartment
5041817,1,F,1,0,0,112500,Working,Secondary / secondary special,Married,-17372,-978,0,1,0,Sales staff,2,48,2.5,Other
5100040,1,M,1,0,0,135000,Working,Incomplete higher,Single / not married,-9034,-672,0,0,1,Laborers,1,25,2,Other
5126478,1,F,0,0,0,76500,State servant,Secondary / secondary special,Civil marriage,-17308,-6224,1,1,0,Medicine staff,2,47,17,House / apartment
5046080,1,F,1,1,2,112500,State servant,Lower secondary,Married,-14234,-5710,1,0,0,Medicine staff,4,39,15.5,House / apartment
5045156,1,F,0,1,1,58500,Working,Secondary / secondary special,Civil marriage,-9662,-1072,1,1,0,Core staff,3,26,3,House / apartment
5010011,1,F,0,1,1,112500,State servant,Incomplete higher,Civil marriage,-10926,-3570,0,1,0,Secretaries,3,30,10,House / apartment
5146269,1,F,0,1,0,180000,State servant,Secondary / secondary special,Married,-16555,-2045,0,0,0,Laborers,2,45,5.5,House / apartment
5022860,0,F,1,1,0,180000,Working,Higher education,Single / not married,-16616,-5815,0,0,0,Core staff,1,46,16,House / apartment
5062351,1,F,1,1,1,351000,Working,Secondary / secondary special,Civil marriage,-13284,-2450,0,0,0,Managers,3,36,6.5,House / apartment
5135554,1,F,0,1,0,135000,Commercial associate,Higher education,Single / not married,-11375,-1236,0,0,0,Sales staff,1,31,3.5,House / apartment
5047729,1,F,0,1,1,112500,State servant,Incomplete higher,Married,-14423,-4571,0,0,0,Accountants,3,40,12.5,House / apartment
5022942,1,F,1,0,0,202500,Commercial associate,Incomplete higher,Separated,-14096,-1344,0,1,1,Accountants,1,39,3.5,House / apartment
5091608,1,M,0,0,0,90000,Commercial associate,Higher education,Single / not married,-9302,-1722,1,0,0,Drivers,1,25,4.5,Other
5050969,1,F,0,0,1,112500,State servant,Secondary / secondary special,Single / not married,-15964,-7591,0,0,0,Core staff,2,44,21,House / apartment
5097008,1,F,0,1,0,90000,Working,Higher education,Single / not married,-11405,-2621,0,0,0,Core staff,1,31,7,House / apartment
5079057,1,M,1,0,0,121500,Working,Secondary / secondary special,Married,-14869,-6904,0,1,0,Laborers,2,41,19,House / apartment
5021588,1,F,1,1,0,247500,Working,Incomplete higher,Separated,-19672,-1375,1,0,0,Accountants,1,54,4,House / apartment
5010200,1,M,1,1,0,135000,Working,Lower secondary,Married,-9981,-1866,0,0,1,Laborers,2,27,5,Other
5021810,1,F,1,1,1,67500,Working,Secondary / secondary special,Married,-11454,-1678,0,1,1,Cooking staff,3,31,4.5,House / apartment
5051192,1,M,0,0,0,270000,Working,Incomplete higher,Separated,-17938,-531,1,0,0,Managers,1,49,1.5,Other
5009760,1,M,1,0,0,270000,Working,Higher education,Single / not married,-9087,-1682,0,0,0,Laborers,1,25,4.5,House / apartment
5046551,1,F,0,1,0,90000,Working,Higher education,Separated,-18130,-666,1,1,0,Laborers,1,50,2,House / apartment
5095304,1,F,1,1,0,225000,Working,Higher education,Married,-12322,-3717,0,0,0,Core staff,2,34,10,House / apartment
5091313,1,F,0,1,1,270000,Working,Secondary / secondary special,Civil marriage,-11186,-1753,0,0,0,Sales staff,3,31,5,Other
5117326,1,F,0,1,1,382500,State servant,Higher education,Single / not married,-12116,-553,0,0,0,Managers,2,33,1.5,Other
5067075,1,F,0,1,0,171000,State servant,Lower secondary,Widow,-18672,-2593,0,1,0,Medicine staff,1,51,7,House / apartment
5025092,1,M,1,0,3,90000,Working,Lower secondary,Separated,-13608,-1461,1,0,0,Drivers,4,37,4,Other
5050730,1,F,0,0,0,135000,Commercial associate,Higher education,Separated,-11712,-4822,0,1,1,HR staff,1,32,13,House / apartment
5085688,1,F,0,1,0,135000,Working,Secondary / secondary special,Single / not married,-20890,-3303,0,0,0,Laborers,1,57,9,House / apartment
5068773,1,F,0,0,0,135000,Working,Incomplete higher,Married,-16392,-2119,0,0,0,Core staff,2,45,6,House / apartment
5051192,1,M,0,0,0,270000,Working,Incomplete higher,Separated,-17938,-531,1,0,0,Managers,1,49,1.5,Other
5115822,1,F,1,1,2,234000,Commercial associate,Secondary / secondary special,Married,-12226,-1382,1,1,0,Sales staff,4,33,4,House / apartment
5132747,0,F,1,0,0,225000,Commercial associate,Higher education,Married,-11828,-165,0,0,0,Accountants,2,32,0.5,Other
5105531,1,F,0,1,0,117000,State servant,Secondary / secondary special,Married,-17386,-9311,0,1,0,Medicine staff,2,48,25.5,House / apartment
5085873,1,M,1,1,0,135000,Commercial associate,Incomplete higher,Civil marriage,-9497,-1052,0,0,0,Laborers,2,26,3,House / apartment
5045632,1,F,0,1,1,270000,State servant,Secondary / secondary special,Married,-14400,-2512,0,0,0,Medicine staff,3,39,7,House / apartment
5021926,1,F,1,1,2,135000,Working,Higher education,Separated,-20425,-5453,1,1,0,Sales staff,3,56,15,House / apartment
5026038,1,M,1,1,0,99000,Working,Secondary / secondary special,Married,-9928,-1531,0,0,0,Managers,2,27,4,Other
5024708,0,F,0,1,0,180000,Working,Secondary / secondary special,Separated,-21978,-5480,0,0,0,Core staff,1,60,15,House / apartment
5042014,0,F,0,0,0,157500,Working,Incomplete higher,Married,-12402,-917,1,0,0,Managers,2,34,2.5,House / apartment
5069315,1,M,0,1,0,495000,Commercial associate,Secondary / secondary special,Civil marriage,-16741,-658,0,0,0,Managers,2,46,2,House / apartment
5056030,1,F,0,1,0,121500,Working,Incomplete higher,Civil marriage,-8415,-421,0,0,0,Sales staff,2,23,1,Other
5112731,1,F,0,1,0,144000,Working,Secondary / secondary special,Married,-18841,-4166,1,1,0,High skill tech staff,2,52,11.5,House / apartment
5091308,1,F,0,1,1,270000,Working,Secondary / secondary special,Civil marriage,-11186,-1753,0,0,0,Sales staff,3,31,5,Other
5100360,1,M,1,0,0,270000,Working,Secondary / secondary special,Civil marriage,-15292,-645,1,1,0,Drivers,2,42,2,House / apartment
5066877,1,M,1,1,0,270000,Working,Secondary / secondary special,Single / not married,-13805,-1557,0,0,0,Laborers,1,38,4.5,House / apartment
5024096,1,F,1,0,0,126000,State servant,Incomplete higher,Single / not married,-11978,-5206,1,0,0,Core staff,1,33,14.5,House / apartment
5067368,0,F,1,1,0,315000,Commercial associate,Incomplete higher,Single / not married,-9130,-1390,0,1,0,Core staff,1,25,4,House / apartment
5068113,1,F,0,1,0,450000,State servant,Higher education,Single / not married,-20142,-3093,0,1,1,Core staff,1,55,8.5,House / apartment
5009404,1,F,0,0,2,67500,Commercial associate,Higher education,Married,-10331,-433,0,1,0,Core staff,4,28,1,House / apartment
5132722,1,F,0,1,0,135000,Working,Secondary / secondary special,Married,-24449,-3056,0,1,0,Medicine staff,2,67,8.5,House / apartment
5029056,1,M,1,1,2,675000,Commercial associate,Higher education,Married,-13398,-3003,0,0,0,Core staff,4,37,8,House / apartment
5091880,1,F,1,1,0,202500,Commercial associate,Secondary / secondary special,Married,-18463,-7048,0,0,0,Accountants,2,51,19.5,House / apartment
5045030,1,F,1,1,1,121500,State servant,Secondary / secondary special,Married,-16114,-706,0,0,0,Core staff,3,44,2,House / apartment
5035489,1,F,0,1,0,135000,Working,Secondary / secondary special,Married,-18041,-2137,0,0,0,Laborers,2,49,6,House / apartment
5091066,1,F,0,0,0,135000,Working,Secondary / secondary special,Separated,-16775,-3383,0,0,0,Private service staff,1,46,9.5,House / apartment
5024763,1,F,1,1,1,337500,Commercial associate,Higher education,Married,-14558,-1250,0,0,0,High skill tech staff,3,40,3.5,House / apartment
5096829,1,F,0,1,0,315000,Commercial associate,Higher education,Separated,-17752,-2380,1,1,0,Accountants,1,49,6.5,House / apartment
5125294,1,F,1,0,0,126000,Working,Secondary / secondary special,Separated,-16872,-1656,0,0,0,Core staff,1,46,4.5,House / apartment
5038517,1,F,0,1,0,103500,Working,Incomplete higher,Married,-11855,-4583,0,0,0,Laborers,2,32,12.5,House / apartment
5113542,1,F,0,0,2,193500,Commercial associate,Lower secondary,Civil marriage,-9596,-2445,0,0,1,Accountants,4,26,6.5,House / apartment
5116283,1,F,0,0,0,112500,Commercial associate,Lower secondary,Married,-19020,-231,0,0,0,Sales staff,2,52,0.5,Other
5023231,1,M,1,1,0,270000,Working,Secondary / secondary special,Separated,-17376,-1362,0,0,0,Laborers,1,48,3.5,House / apartment
5026452,1,M,0,1,0,90000,Commercial associate,Secondary / secondary special,Single / not married,-12377,-3207,1,1,0,Core staff,1,34,9,House / apartment
5029134,1,F,0,1,1,337500,State servant,Higher education,Separated,-10429,-1695,0,0,0,Core staff,2,29,4.5,House / apartment
5068903,1,M,0,0,0,225000,Working,Secondary / secondary special,Single / not married,-11762,-293,0,0,0,Laborers,1,32,1,Other
5126064,1,F,0,1,0,94500,State servant,Higher education,Separated,-18465,-1930,1,0,0,Laborers,1,51,5.5,House / apartment
5024852,1,F,1,1,3,81000,Working,Secondary / secondary special,Married,-14595,-884,0,0,0,Core staff,5,40,2.5,House / apartment
5085713,1,F,0,1,0,135000,Working,Lower secondary,Civil marriage,-15143,-991,0,0,0,Laborers,2,41,2.5,House / apartment
5028892,1,M,1,1,0,270000,Working,Lower secondary,Separated,-19164,-3825,1,0,0,Laborers,1,53,10.5,House / apartment
5048547,1,F,0,0,0,202500,State servant,Secondary / secondary special,Widow,-23306,-430,0,0,0,Core staff,1,64,1,House / apartment
5115455,0,F,1,1,0,270000,Pensioner,Higher education,Married,-17833,-620,0,1,0,Accountants,2,49,1.5,House / apartment
5041177,1,F,1,1,0,382500,Commercial associate,Higher education,Married,-20054,-6427,0,1,0,Managers,2,55,17.5,House / apartment
5022942,1,F,1,0,0,202500,Commercial associate,Incomplete higher,Separated,-14096,-1344,0,1,1,Accountants,1,39,3.5,House / apartment
5125935,1,F,0,1,2,135000,Commercial associate,Lower secondary,Civil marriage,-9862,-1868,1,0,0,Sales staff,4,27,5,Other
5105739,0,F,0,1,3,292500,Pensioner,Secondary / secondary special,Married,-12368,-672,0,0,0,Core staff,5,34,2,House / apartment
5062421,1,F,1,1,1,180000,Working,Higher education,Single / not married,-14226,-3059,0,0,0,Sales staff,2,39,8.5,House / apartment
5022366,1,M,1,0,0,270000,Working,Incomplete higher,Married,-11172,-3504,0,0,0,Laborers,2,31,9.5,House / apartment
5117960,1,F,1,0,0,135000,Working,Incomplete higher,Civil marriage,-10068,-219,1,0,0,Sales staff,2,28,0.5,House / apartment
5056103,1,F,0,1,0,117000,State servant,Secondary / secondary special,Single / not married,-20603,-583,0,0,0,Core staff,1,56,1.5,Other
5047981,1,F,0,0,0,180000,Working,Secondary / secondary special,Widow,-21413,-461,0,0,0,Cleaning staff,1,59,1.5,Other
5125935,1,F,0,1,2,135000,Commercial associate,Lower secondary,Civil marriage,-9862,-1868,1,0,0,Sales staff,4,27,5,Other
5009090,1,M,1,1,0,247500,Working,Secondary / secondary special,Married,-12628,-4025,0,0,0,Drivers,2,35,11,House / apartment
5022379,1,F,0,1,0,225000,Commercial associate,Higher education,Widow,-21594,-11693,1,1,0,Laborers,1,59,32,House / apartment
5010868,0,M,1,1,1,450000,Pensioner,Secondary / secondary special,Married,-18173,-678,0,1,1,Core staff,3,50,2,House / apartment
5061825,0,F,0,1,0,112500,Working,Incomplete higher,Single / not married,-8347,-1598,0,0,0,Laborers,1,23,4.5,Other
5106043,1,F,0,0,0,157500,State servant,Higher education,Civil marriage,-18142,-3041,0,1,0,Core staff,2,50,8.5,Other
5036647,0,F,0,0,0,202500,Commercial associate,Higher education,Married,-11328,-3761,0,0,0,High skill tech staff,2,31,10.5,House / apartment
