ID,label,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE,DAYS_EMPLOYED_CLEAN,Grouped_Housing_Type,NAME_HOUSING_TYPE_GROUPED
5044511,1,F,0,1,0,270000,Commercial associate,Secondary / secondary special,Married,-15176,-7100,0,1,0,Managers,2,42,19.5,House / apartment,First Feature
5044512,1,F,0,1,0,270000,Commercial associate,Secondary / secondary special,Married,-15176,-7100,0,1,0,Managers,2,42,19.5,House / apartment,First Feature
5044514,1,F,0,1,0,270000,Commercial associate,Secondary / secondary special,Married,-15176,-7100,0,1,0,Managers,2,42,19.5,House / apartment,First Feature
5044515,1,F,0,1,0,270000,Commercial associate,Secondary / secondary special,Married,-15176,-7100,0,1,0,Managers,2,42,19.5,House / apartment,First Feature
5044516,1,F,0,1,0,270000,Commercial associate,Secondary / secondary special,Married,-15176,-7100,0,1,0,Managers,2,42,19.5,House / apartment,First Feature
5044520,1,F,1,0,0,202500,Commercial associate,Secondary / secondary special,Married,-14320,-829,0,0,0,High skill tech staff,2,39,2.5,Other,Other
5044588,0,F,0,0,2,450000,Working,Higher education,Married,-11870,-221,0,0,0,Core staff,4,33,0.5,House / apartment,First Feature
5044589,0,F,0,0,2,450000,Working,Higher education,Married,-11870,-221,0,0,0,Core staff,4,33,0.5,House / apartment,First Feature
5044590,0,F,0,0,2,450000,Working,Higher education,Married,-11870,-221,0,0,0,Core staff,4,33,0.5,House / apartment,First Feature
5044591,0,F,0,0,2,450000,Working,Higher education,Married,-11870,-221,0,0,0,Core staff,4,33,0.5,House / apartment,First Feature
5044592,0,F,0,0,2,450000,Working,Higher education,Married,-11870,-221,0,0,0,Core staff,4,33,0.5,House / apartment,First Feature
5044599,1,F,1,1,0,202500,Working,Higher education,Married,-21227,-829,0,0,0,Laborers,2,58,2.5,House / apartment,First Feature
5044600,1,F,1,1,0,202500,Working,Higher education,Married,-21227,-829,0,0,0,Laborers,2,58,2.5,House / apartment,First Feature
5044602,1,F,0,1,0,135000,Working,Secondary / secondary special,Widow,-20929,-1651,0,0,0,Medicine staff,1,57,4.5,House / apartment,First Feature
5044603,1,F,0,1,0,135000,Working,Secondary / secondary special,Widow,-20929,-1651,0,0,0,Medicine staff,1,57,4.5,House / apartment,First Feature
5044606,1,F,0,1,0,135000,Working,Secondary / secondary special,Widow,-20929,-1651,0,0,0,Medicine staff,1,57,4.5,House / apartment,First Feature
5044607,1,F,0,1,0,135000,Working,Secondary / secondary special,Widow,-20929,-1651,0,0,0,Medicine staff,1,57,4.5,House / apartment,First Feature
5044608,1,F,0,1,0,135000,Working,Secondary / secondary special,Widow,-20929,-1651,0,0,0,Medicine staff,1,57,4.5,House / apartment,First Feature
5044619,1,F,1,0,1,135000,Commercial associate,Higher education,Single / not married,-10130,-1651,0,0,0,Accountants,2,28,4.5,House / apartment,First Feature
5044620,1,F,1,0,1,135000,Commercial associate,Higher education,Single / not married,-10130,-1651,0,0,0,Accountants,2,28,4.5,House / apartment,First Feature
5044621,1,F,1,0,1,135000,Commercial associate,Higher education,Single / not married,-10130,-1651,0,0,0,Accountants,2,28,4.5,House / apartment,First Feature
5044622,1,F,1,0,1,135000,Commercial associate,Higher education,Single / not married,-10130,-1651,0,0,0,Accountants,2,28,4.5,House / apartment,First Feature
5044623,1,F,1,0,1,135000,Commercial associate,Higher education,Single / not married,-10130,-1651,0,0,0,Accountants,2,28,4.5,House / apartment,First Feature
5044624,1,F,1,0,1,135000,Commercial associate,Higher education,Single / not married,-10130,-1651,0,0,0,Accountants,2,28,4.5,House / apartment,First Feature
5044625,1,F,1,0,1,135000,Commercial associate,Higher education,Single / not married,-10130,-1651,0,0,0,Accountants,2,28,4.5,House / apartment,First Feature
5044626,1,F,1,0,1,135000,Commercial associate,Higher education,Single / not married,-10130,-1651,0,0,0,Accountants,2,28,4.5,House / apartment,First Feature
5044627,1,F,1,0,1,135000,Commercial associate,Higher education,Single / not married,-10130,-1651,0,0,0,Accountants,2,28,4.5,House / apartment,First Feature
5044628,1,F,1,0,1,135000,Commercial associate,Higher education,Single / not married,-10130,-1651,0,0,0,Accountants,2,28,4.5,House / apartment,First Feature
5044629,1,F,1,0,1,135000,Commercial associate,Higher education,Single / not married,-10130,-1651,0,0,0,Accountants,2,28,4.5,House / apartment,First Feature
5044630,1,F,1,0,1,135000,Commercial associate,Higher education,Single / not married,-10130,-1651,0,0,0,Accountants,2,28,4.5,House / apartment,First Feature
5044631,1,F,1,0,1,135000,Commercial associate,Higher education,Single / not married,-10130,-1651,0,0,0,Accountants,2,28,4.5,House / apartment,First Feature
5044681,1,F,0,1,0,90000,Working,Lower secondary,Single / not married,-10523,-2778,0,0,0,Core staff,1,29,7.5,House / apartment,First Feature
5044682,1,F,0,1,0,90000,Working,Lower secondary,Single / not married,-10523,-2778,0,0,0,Core staff,1,29,7.5,House / apartment,First Feature
5044701,1,F,1,0,0,171000,Commercial associate,Higher education,Single / not married,-9937,-129,1,1,0,Sales staff,1,27,0.5,House / apartment,First Feature
5044786,1,M,1,1,1,247500,Working,Higher education,Married,-15606,-160,0,1,0,Sales staff,3,43,0.5,Other,Other
5044788,1,M,1,1,1,247500,Working,Higher education,Married,-15606,-160,0,1,0,Sales staff,3,43,0.5,Other,Other
5044789,1,M,1,1,1,247500,Working,Higher education,Married,-15606,-160,0,1,0,Sales staff,3,43,0.5,Other,Other
5044790,1,M,1,1,1,247500,Working,Higher education,Married,-15606,-160,0,1,0,Sales staff,3,43,0.5,Other,Other
5044791,1,M,1,1,1,247500,Working,Higher education,Married,-15606,-160,0,1,0,Sales staff,3,43,0.5,Other,Other
5044792,1,M,1,1,1,247500,Working,Higher education,Married,-15606,-160,0,1,0,Sales staff,3,43,0.5,Other,Other
5044794,1,M,1,1,1,247500,Working,Higher education,Married,-15606,-160,0,1,0,Sales staff,3,43,0.5,Other,Other
5044806,1,F,0,1,0,135000,Working,Higher education,Single / not married,-9100,-1133,0,0,0,Managers,1,25,3,House / apartment,First Feature
5044807,1,F,0,1,0,135000,Working,Higher education,Single / not married,-9100,-1133,0,0,0,Managers,1,25,3,House / apartment,First Feature
5044808,1,F,0,1,0,135000,Working,Higher education,Single / not married,-9100,-1133,0,0,0,Managers,1,25,3,House / apartment,First Feature
5044809,1,F,0,1,0,135000,Working,Higher education,Single / not married,-9100,-1133,0,0,0,Managers,1,25,3,House / apartment,First Feature
5044810,1,F,0,1,0,135000,Working,Higher education,Single / not married,-9100,-1133,0,0,0,Managers,1,25,3,House / apartment,First Feature
5044811,1,F,0,1,0,135000,Working,Higher education,Single / not married,-9100,-1133,0,0,0,Managers,1,25,3,House / apartment,First Feature
5044812,1,F,0,1,0,135000,Working,Higher education,Single / not married,-9100,-1133,0,0,0,Managers,1,25,3,House / apartment,First Feature
5044813,1,F,0,1,0,135000,Working,Higher education,Single / not married,-9100,-1133,0,0,0,Managers,1,25,3,House / apartment,First Feature
5044814,1,F,0,1,0,135000,Working,Higher education,Single / not married,-9100,-1133,0,0,0,Managers,1,25,3,House / apartment,First Feature
5044815,1,F,0,1,0,135000,Working,Higher education,Single / not married,-9100,-1133,0,0,0,Managers,1,25,3,House / apartment,First Feature
5044816,1,F,0,1,0,135000,Working,Higher education,Single / not married,-9100,-1133,0,0,0,Managers,1,25,3,House / apartment,First Feature
5044817,1,F,0,1,0,135000,Working,Higher education,Single / not married,-9100,-1133,0,0,0,Managers,1,25,3,House / apartment,First Feature
5044818,1,F,0,1,0,135000,Working,Higher education,Single / not married,-9100,-1133,0,0,0,Managers,1,25,3,House / apartment,First Feature
5044925,1,F,0,1,0,67500,State servant,Secondary / secondary special,Married,-18150,-2747,0,0,0,Medicine staff,2,50,7.5,House / apartment,First Feature
5044926,1,F,0,1,0,67500,State servant,Secondary / secondary special,Married,-18150,-2747,0,0,0,Medicine staff,2,50,7.5,House / apartment,First Feature
5044927,1,F,0,1,0,67500,State servant,Secondary / secondary special,Married,-18150,-2747,0,0,0,Medicine staff,2,50,7.5,House / apartment,First Feature
5044928,1,F,0,1,0,67500,State servant,Secondary / secondary special,Married,-18150,-2747,0,0,0,Medicine staff,2,50,7.5,House / apartment,First Feature
5044929,1,F,0,1,0,67500,State servant,Secondary / secondary special,Married,-18150,-2747,0,0,0,Medicine staff,2,50,7.5,House / apartment,First Feature
5044935,1,M,0,1,2,360000,State servant,Higher education,Married,-16027,-5639,0,1,0,Managers,4,44,15.5,House / apartment,First Feature
5044936,1,M,0,1,2,360000,State servant,Higher education,Married,-16027,-5639,0,1,0,Managers,4,44,15.5,House / apartment,First Feature
5044937,1,M,0,1,2,360000,State servant,Higher education,Married,-16027,-5639,0,1,0,Managers,4,44,15.5,House / apartment,First Feature
5044938,1,M,0,1,2,360000,State servant,Higher education,Married,-16027,-5639,0,1,0,Managers,4,44,15.5,House / apartment,First Feature
5044939,1,M,0,1,2,360000,State servant,Higher education,Married,-16027,-5639,0,1,0,Managers,4,44,15.5,House / apartment,First Feature
5044940,1,M,0,1,2,360000,State servant,Higher education,Married,-16027,-5639,0,1,0,Managers,4,44,15.5,House / apartment,First Feature
5044941,1,M,0,1,2,360000,State servant,Higher education,Married,-16027,-5639,0,1,0,Managers,4,44,15.5,House / apartment,First Feature
5044992,1,F,0,1,0,157500,Commercial associate,Secondary / secondary special,Widow,-21791,-5089,0,0,0,Accountants,1,60,14,House / apartment,First Feature
5044993,1,F,0,1,0,157500,Commercial associate,Secondary / secondary special,Widow,-21791,-5089,0,0,0,Accountants,1,60,14,House / apartment,First Feature
5044994,1,F,0,1,0,157500,Commercial associate,Secondary / secondary special,Widow,-21791,-5089,0,0,0,Accountants,1,60,14,House / apartment,First Feature
5045014,1,F,1,1,2,144000,Working,Secondary / secondary special,Married,-11680,-3873,1,1,0,Laborers,4,32,10.5,House / apartment,First Feature
5045015,1,F,1,1,2,144000,Working,Secondary / secondary special,Married,-11680,-3873,1,1,0,Laborers,4,32,10.5,House / apartment,First Feature
5045016,1,F,1,1,2,144000,Working,Secondary / secondary special,Married,-11680,-3873,1,1,0,Laborers,4,32,10.5,House / apartment,First Feature
5045017,1,F,1,1,2,144000,Working,Secondary / secondary special,Married,-11680,-3873,1,1,0,Laborers,4,32,10.5,House / apartment,First Feature
5045029,1,F,1,1,1,121500,State servant,Secondary / secondary special,Married,-16114,-706,0,0,0,Core staff,3,44,2,House / apartment,First Feature
5045030,1,F,1,1,1,121500,State servant,Secondary / secondary special,Married,-16114,-706,0,0,0,Core staff,3,44,2,House / apartment,First Feature
5045031,1,F,1,1,1,121500,State servant,Secondary / secondary special,Married,-16114,-706,0,0,0,Core staff,3,44,2,House / apartment,First Feature
5045032,1,F,1,1,1,121500,State servant,Secondary / secondary special,Married,-16114,-706,0,0,0,Core staff,3,44,2,House / apartment,First Feature
5045033,1,F,1,1,1,121500,State servant,Secondary / secondary special,Married,-16114,-706,0,0,0,Core staff,3,44,2,House / apartment,First Feature
5045034,1,F,1,1,1,121500,State servant,Secondary / secondary special,Married,-16114,-706,0,0,0,Core staff,3,44,2,House / apartment,First Feature
5045038,1,M,1,1,2,202500,Working,Higher education,Married,-11838,-798,0,0,0,Managers,4,32,2,House / apartment,First Feature
5045039,1,M,1,1,2,202500,Working,Higher education,Married,-11838,-798,0,0,0,Managers,4,32,2,House / apartment,First Feature
5045040,1,M,1,1,2,202500,Working,Higher education,Married,-11838,-798,0,0,0,Managers,4,32,2,House / apartment,First Feature
5045041,1,M,1,1,2,202500,Working,Higher education,Married,-11838,-798,0,0,0,Managers,4,32,2,House / apartment,First Feature
5045042,1,M,1,1,2,202500,Working,Higher education,Married,-11838,-798,0,0,0,Managers,4,32,2,House / apartment,First Feature
5045043,1,M,1,1,2,202500,Working,Higher education,Married,-11838,-798,0,0,0,Managers,4,32,2,House / apartment,First Feature
5045044,1,M,1,1,2,202500,Working,Higher education,Married,-11838,-798,0,0,0,Managers,4,32,2,House / apartment,First Feature
5045046,1,F,0,0,0,202500,Working,Higher education,Single / not married,-11991,-706,0,0,1,Laborers,1,33,2,House / apartment,First Feature
5045047,1,F,0,0,0,202500,Working,Higher education,Single / not married,-11991,-706,0,0,1,Laborers,1,33,2,House / apartment,First Feature
5045048,1,F,0,0,0,202500,Working,Higher education,Single / not married,-11991,-706,0,0,1,Laborers,1,33,2,House / apartment,First Feature
5045049,1,F,0,0,0,202500,Working,Higher education,Single / not married,-11991,-706,0,0,1,Laborers,1,33,2,House / apartment,First Feature
5045051,1,F,0,0,0,202500,Working,Higher education,Single / not married,-11991,-706,0,0,1,Laborers,1,33,2,House / apartment,First Feature
5045053,1,F,0,0,0,202500,Working,Higher education,Single / not married,-11991,-706,0,0,1,Laborers,1,33,2,House / apartment,First Feature
5045054,1,M,0,1,2,675000,State servant,Secondary / secondary special,Married,-14163,-6886,0,1,0,Drivers,4,39,19,House / apartment,First Feature
5045055,1,M,0,1,2,675000,State servant,Secondary / secondary special,Married,-14163,-6886,0,1,0,Drivers,4,39,19,House / apartment,First Feature
5045056,1,M,0,1,2,675000,State servant,Secondary / secondary special,Married,-14163,-6886,0,1,0,Drivers,4,39,19,House / apartment,First Feature
5045057,1,M,0,1,2,675000,State servant,Secondary / secondary special,Married,-14163,-6886,0,1,0,Drivers,4,39,19,House / apartment,First Feature
5045058,1,M,0,1,2,675000,State servant,Secondary / secondary special,Married,-14163,-6886,0,1,0,Drivers,4,39,19,House / apartment,First Feature
5045059,1,M,0,1,2,675000,State servant,Secondary / secondary special,Married,-14163,-6886,0,1,0,Drivers,4,39,19,House / apartment,First Feature
5045060,1,M,0,1,2,675000,State servant,Secondary / secondary special,Married,-14163,-6886,0,1,0,Drivers,4,39,19,House / apartment,First Feature
5045061,1,M,0,1,2,675000,State servant,Secondary / secondary special,Married,-14163,-6886,0,1,0,Drivers,4,39,19,House / apartment,First Feature
5045062,1,M,0,1,2,675000,State servant,Secondary / secondary special,Married,-14163,-6886,0,1,0,Drivers,4,39,19,House / apartment,First Feature
5045063,1,M,0,1,2,675000,State servant,Secondary / secondary special,Married,-14163,-6886,0,1,0,Drivers,4,39,19,House / apartment,First Feature
5045064,1,M,0,1,2,675000,State servant,Secondary / secondary special,Married,-14163,-6886,0,1,0,Drivers,4,39,19,House / apartment,First Feature
5045065,1,M,0,1,2,675000,State servant,Secondary / secondary special,Married,-14163,-6886,0,1,0,Drivers,4,39,19,House / apartment,First Feature
5045066,0,F,0,1,0,135000,Commercial associate,Incomplete higher,Married,-8056,-433,0,0,0,Core staff,2,22,1,House / apartment,First Feature
5045067,0,F,0,1,0,135000,Commercial associate,Incomplete higher,Married,-8056,-433,0,0,0,Core staff,2,22,1,House / apartment,First Feature
5045069,1,F,0,0,0,112500,Working,Secondary / secondary special,Married,-10344,-2533,0,0,0,Laborers,2,28,7,House / apartment,First Feature
5045070,1,F,0,0,0,112500,Working,Secondary / secondary special,Married,-10344,-2533,0,0,0,Laborers,2,28,7,House / apartment,First Feature
5045076,1,F,1,1,0,166500,Commercial associate,Higher education,Single / not married,-12337,-4239,0,0,0,Managers,1,34,11.5,House / apartment,First Feature
5045080,1,F,1,1,0,166500,Commercial associate,Higher education,Single / not married,-12337,-4239,0,0,0,Managers,1,34,11.5,House / apartment,First Feature
5045081,1,F,1,1,0,166500,Commercial associate,Higher education,Single / not married,-12337,-4239,0,0,0,Managers,1,34,11.5,House / apartment,First Feature
5045082,1,F,1,1,0,166500,Commercial associate,Higher education,Single / not married,-12337,-4239,0,0,0,Managers,1,34,11.5,House / apartment,First Feature
5045083,1,F,1,1,0,166500,Commercial associate,Higher education,Single / not married,-12337,-4239,0,0,0,Managers,1,34,11.5,House / apartment,First Feature
5045084,1,F,1,1,0,166500,Commercial associate,Higher education,Single / not married,-12337,-4239,0,0,0,Managers,1,34,11.5,House / apartment,First Feature
5045085,1,F,1,1,0,166500,Commercial associate,Higher education,Single / not married,-12337,-4239,0,0,0,Managers,1,34,11.5,House / apartment,First Feature
5045134,1,F,0,0,1,112500,Working,Secondary / secondary special,Civil marriage,-12210,-2747,0,0,0,Cooking staff,3,33,7.5,House / apartment,First Feature
5045136,1,F,0,0,1,112500,Working,Secondary / secondary special,Civil marriage,-12210,-2747,0,0,0,Cooking staff,3,33,7.5,House / apartment,First Feature
5045137,1,F,0,0,1,112500,Working,Secondary / secondary special,Civil marriage,-12210,-2747,0,0,0,Cooking staff,3,33,7.5,House / apartment,First Feature
5045138,1,F,0,0,1,112500,Working,Secondary / secondary special,Civil marriage,-12210,-2747,0,0,0,Cooking staff,3,33,7.5,House / apartment,First Feature
5045139,1,F,0,0,1,112500,Working,Secondary / secondary special,Civil marriage,-12210,-2747,0,0,0,Cooking staff,3,33,7.5,House / apartment,First Feature
5045140,1,F,0,0,1,112500,Working,Secondary / secondary special,Civil marriage,-12210,-2747,0,0,0,Cooking staff,3,33,7.5,House / apartment,First Feature
5045155,1,F,0,1,1,58500,Working,Secondary / secondary special,Civil marriage,-9662,-1072,1,1,0,Core staff,3,26,3,House / apartment,First Feature
5045156,1,F,0,1,1,58500,Working,Secondary / secondary special,Civil marriage,-9662,-1072,1,1,0,Core staff,3,26,3,House / apartment,First Feature
5045157,1,F,0,1,1,58500,Working,Secondary / secondary special,Civil marriage,-9662,-1072,1,1,0,Core staff,3,26,3,House / apartment,First Feature
5045158,1,F,0,1,1,58500,Working,Secondary / secondary special,Civil marriage,-9662,-1072,1,1,0,Core staff,3,26,3,House / apartment,First Feature
5045159,1,F,1,1,2,126000,Working,Incomplete higher,Married,-11432,-129,0,1,0,Core staff,4,31,0.5,House / apartment,First Feature
5045160,1,F,1,1,2,126000,Working,Incomplete higher,Married,-11432,-129,0,1,0,Core staff,4,31,0.5,House / apartment,First Feature
5045161,1,F,1,1,2,126000,Working,Incomplete higher,Married,-11432,-129,0,1,0,Core staff,4,31,0.5,House / apartment,First Feature
5045162,1,F,1,1,2,126000,Working,Incomplete higher,Married,-11432,-129,0,1,0,Core staff,4,31,0.5,House / apartment,First Feature
5045163,1,F,1,1,2,126000,Working,Incomplete higher,Married,-11432,-129,0,1,0,Core staff,4,31,0.5,House / apartment,First Feature
5045164,1,F,1,1,2,126000,Working,Incomplete higher,Married,-11432,-129,0,1,0,Core staff,4,31,0.5,House / apartment,First Feature
5045165,1,F,1,1,2,126000,Working,Incomplete higher,Married,-11432,-129,0,1,0,Core staff,4,31,0.5,House / apartment,First Feature
5045166,1,F,1,1,2,126000,Working,Incomplete higher,Married,-11432,-129,0,1,0,Core staff,4,31,0.5,House / apartment,First Feature
5045167,1,F,1,1,2,126000,Working,Incomplete higher,Married,-11432,-129,0,1,0,Core staff,4,31,0.5,House / apartment,First Feature
5045178,1,F,0,1,0,450000,Working,Secondary / secondary special,Married,-23488,-5150,0,1,0,Cleaning staff,2,64,14,House / apartment,First Feature
5045179,1,F,0,1,0,450000,Working,Secondary / secondary special,Married,-23488,-5150,0,1,0,Cleaning staff,2,64,14,House / apartment,First Feature
5045182,1,F,0,1,0,450000,Working,Secondary / secondary special,Married,-23488,-5150,0,1,0,Cleaning staff,2,64,14,House / apartment,First Feature
5045183,1,F,0,1,0,450000,Working,Secondary / secondary special,Married,-23488,-5150,0,1,0,Cleaning staff,2,64,14,House / apartment,First Feature
5045187,0,M,0,1,0,180000,State servant,Secondary / secondary special,Married,-15730,-8316,0,0,0,Laborers,2,43,23,House / apartment,First Feature
5045188,0,M,0,1,0,180000,State servant,Secondary / secondary special,Married,-15730,-8316,0,0,0,Laborers,2,43,23,House / apartment,First Feature
5045189,0,M,0,1,0,180000,State servant,Secondary / secondary special,Married,-15730,-8316,0,0,0,Laborers,2,43,23,House / apartment,First Feature
5045190,0,M,0,1,0,180000,State servant,Secondary / secondary special,Married,-15730,-8316,0,0,0,Laborers,2,43,23,House / apartment,First Feature
5045191,1,F,1,1,1,202500,Commercial associate,Higher education,Single / not married,-14076,-2106,0,0,0,Accountants,2,39,6,House / apartment,First Feature
5045192,1,F,1,1,1,202500,Commercial associate,Higher education,Single / not married,-14076,-2106,0,0,0,Accountants,2,39,6,House / apartment,First Feature
5045193,1,F,1,1,1,202500,Commercial associate,Higher education,Single / not married,-14076,-2106,0,0,0,Accountants,2,39,6,House / apartment,First Feature
5045208,1,F,1,1,0,112500,Commercial associate,Secondary / secondary special,Married,-15435,-249,0,0,0,Laborers,2,42,0.5,House / apartment,First Feature
5045209,1,F,1,1,0,112500,Commercial associate,Secondary / secondary special,Married,-15435,-249,0,0,0,Laborers,2,42,0.5,House / apartment,First Feature
5045210,1,F,1,1,0,112500,Commercial associate,Secondary / secondary special,Married,-15435,-249,0,0,0,Laborers,2,42,0.5,House / apartment,First Feature
5045211,1,F,0,1,1,76500,Working,Secondary / secondary special,Married,-15905,-8803,1,0,0,Medicine staff,3,44,24,House / apartment,First Feature
5045212,1,F,0,1,1,76500,Working,Secondary / secondary special,Married,-15905,-8803,1,0,0,Medicine staff,3,44,24,House / apartment,First Feature
5045213,1,F,0,1,1,76500,Working,Secondary / secondary special,Married,-15905,-8803,1,0,0,Medicine staff,3,44,24,House / apartment,First Feature
5045214,1,F,0,1,1,76500,Working,Secondary / secondary special,Married,-15905,-8803,1,0,0,Medicine staff,3,44,24,House / apartment,First Feature
5045215,1,F,0,1,1,76500,Working,Secondary / secondary special,Married,-15905,-8803,1,0,0,Medicine staff,3,44,24,House / apartment,First Feature
5045216,1,F,0,1,1,76500,Working,Secondary / secondary special,Married,-15905,-8803,1,0,0,Medicine staff,3,44,24,House / apartment,First Feature
5045220,1,F,0,0,1,45000,Commercial associate,Secondary / secondary special,Married,-11070,-645,1,0,0,Sales staff,3,30,2,House / apartment,First Feature
5045221,1,F,0,0,1,45000,Commercial associate,Secondary / secondary special,Married,-11070,-645,1,0,0,Sales staff,3,30,2,House / apartment,First Feature
5045222,1,F,0,0,1,45000,Commercial associate,Secondary / secondary special,Married,-11070,-645,1,0,0,Sales staff,3,30,2,House / apartment,First Feature
5045245,1,F,1,1,1,270000,Commercial associate,Secondary / secondary special,Married,-13865,-1682,0,1,0,Sales staff,3,38,4.5,House / apartment,First Feature
5045246,1,F,1,1,1,270000,Commercial associate,Secondary / secondary special,Married,-13865,-1682,0,1,0,Sales staff,3,38,4.5,House / apartment,First Feature
5045247,1,F,1,1,1,270000,Commercial associate,Secondary / secondary special,Married,-13865,-1682,0,1,0,Sales staff,3,38,4.5,House / apartment,First Feature
5045248,1,F,1,1,1,270000,Commercial associate,Secondary / secondary special,Married,-13865,-1682,0,1,0,Sales staff,3,38,4.5,House / apartment,First Feature
5045250,1,F,1,1,1,270000,Commercial associate,Secondary / secondary special,Married,-13865,-1682,0,1,0,Sales staff,3,38,4.5,House / apartment,First Feature
5045251,1,F,1,1,1,270000,Commercial associate,Secondary / secondary special,Married,-13865,-1682,0,1,0,Sales staff,3,38,4.5,House / apartment,First Feature
5045252,1,F,1,1,1,270000,Commercial associate,Secondary / secondary special,Married,-13865,-1682,0,1,0,Sales staff,3,38,4.5,House / apartment,First Feature
5045253,1,F,0,1,1,270000,Working,Secondary / secondary special,Married,-20854,-3689,0,0,0,Core staff,3,57,10,House / apartment,First Feature
5045254,1,F,0,1,1,270000,Working,Secondary / secondary special,Married,-20854,-3689,0,0,0,Core staff,3,57,10,House / apartment,First Feature
5045255,1,F,0,1,1,270000,Working,Secondary / secondary special,Married,-20854,-3689,0,0,0,Core staff,3,57,10,House / apartment,First Feature
5045272,1,F,0,1,2,180000,Working,Secondary / secondary special,Married,-13787,-3082,0,0,0,Core staff,4,38,8.5,House / apartment,First Feature
5045273,1,F,0,1,2,180000,Working,Secondary / secondary special,Married,-13787,-3082,0,0,0,Core staff,4,38,8.5,House / apartment,First Feature
5045274,1,F,0,1,2,180000,Working,Secondary / secondary special,Married,-13787,-3082,0,0,0,Core staff,4,38,8.5,House / apartment,First Feature
5045275,1,F,0,1,2,180000,Working,Secondary / secondary special,Married,-13787,-3082,0,0,0,Core staff,4,38,8.5,House / apartment,First Feature
5045282,1,F,0,1,0,112500,Commercial associate,Higher education,Single / not married,-15675,-2198,0,0,0,Secretaries,1,43,6,House / apartment,First Feature
5045283,1,F,0,1,0,112500,Commercial associate,Higher education,Single / not married,-15675,-2198,0,0,0,Secretaries,1,43,6,House / apartment,First Feature
5045284,0,F,0,0,0,90000,Commercial associate,Higher education,Married,-9845,-1225,1,0,0,Core staff,2,27,3.5,Other,Other
5045286,0,F,0,1,0,67500,Working,Secondary / secondary special,Single / not married,-17623,-9260,0,0,0,Medicine staff,1,48,25.5,House / apartment,First Feature
5045287,0,F,0,1,0,67500,Working,Secondary / secondary special,Single / not married,-17623,-9260,0,0,0,Medicine staff,1,48,25.5,House / apartment,First Feature
5045294,1,F,1,1,0,360000,Commercial associate,Incomplete higher,Civil marriage,-15840,-1802,0,0,0,Managers,2,43,5,House / apartment,First Feature
5045299,0,F,1,1,0,270000,State servant,Higher education,Married,-21955,-12455,0,0,0,Core staff,2,60,34,House / apartment,First Feature
5045300,0,F,1,1,0,270000,State servant,Higher education,Married,-21955,-12455,0,0,0,Core staff,2,60,34,House / apartment,First Feature
5045301,0,F,1,1,0,270000,State servant,Higher education,Married,-21955,-12455,0,0,0,Core staff,2,60,34,House / apartment,First Feature
5045303,0,F,1,1,0,270000,State servant,Higher education,Married,-21955,-12455,0,0,0,Core staff,2,60,34,House / apartment,First Feature
5045304,0,F,1,1,0,270000,State servant,Higher education,Married,-21955,-12455,0,0,0,Core staff,2,60,34,House / apartment,First Feature
5045305,0,F,1,1,0,270000,State servant,Higher education,Married,-21955,-12455,0,0,0,Core staff,2,60,34,House / apartment,First Feature
5045306,1,M,0,1,1,202500,Working,Higher education,Married,-16728,-7069,0,1,0,Managers,3,46,19.5,House / apartment,First Feature
5045310,1,F,0,1,0,157500,Commercial associate,Secondary / secondary special,Widow,-16565,-2778,0,0,0,Private service staff,1,45,7.5,House / apartment,First Feature
5045312,1,F,0,1,0,157500,Commercial associate,Secondary / secondary special,Widow,-16565,-2778,0,0,0,Private service staff,1,45,7.5,House / apartment,First Feature
5045342,1,M,1,1,0,176400,Commercial associate,Higher education,Married,-9819,-190,1,1,0,Sales staff,2,27,0.5,Other,Other
5045343,1,M,1,1,0,176400,Commercial associate,Higher education,Married,-9819,-190,1,1,0,Sales staff,2,27,0.5,Other,Other
5045345,1,M,1,1,0,176400,Commercial associate,Higher education,Married,-9819,-190,1,1,0,Sales staff,2,27,0.5,Other,Other
5045346,1,M,1,1,0,176400,Commercial associate,Higher education,Married,-9819,-190,1,1,0,Sales staff,2,27,0.5,Other,Other
5045347,1,M,1,1,0,176400,Commercial associate,Higher education,Married,-9819,-190,1,1,0,Sales staff,2,27,0.5,Other,Other
5045348,1,M,1,1,0,176400,Commercial associate,Higher education,Married,-9819,-190,1,1,0,Sales staff,2,27,0.5,Other,Other
5045349,1,F,0,1,0,90000,Working,Secondary / secondary special,Widow,-17710,-1772,0,0,0,Cooking staff,1,49,5,House / apartment,First Feature
5045350,1,F,0,1,0,90000,Working,Secondary / secondary special,Widow,-17710,-1772,0,0,0,Cooking staff,1,49,5,House / apartment,First Feature
5045351,1,F,0,1,0,90000,Working,Secondary / secondary special,Widow,-17710,-1772,0,0,0,Cooking staff,1,49,5,House / apartment,First Feature
5045352,1,F,0,1,1,76500,Working,Incomplete higher,Married,-10902,-1051,0,0,0,Sales staff,3,30,3,Other,Other
5045356,1,M,1,1,0,360000,Working,Secondary / secondary special,Married,-21258,-2057,1,1,0,High skill tech staff,2,58,5.5,House / apartment,First Feature
